"crop_T1","fert_T1","doe_T1","unique_soil_T1","Cntrl_CO2_flux_ug_g_d","Cntrl_CO2_flux_ug_g_d_glu","Cntrl_CO2_flux_ug_g_d_soil","Cntrl_cum_CO2_flux_ug_g","Cntrl_cum_CO2_flux_ug_g_glu","Cntrl_cum_CO2_flux_ug_g_soil","glucose_CO2_flux_ug_g_d","glucose_CO2_flux_ug_g_d_glu","glucose_CO2_flux_ug_g_d_soil","glucose_cum_CO2_flux_ug_g","glucose_cum_CO2_flux_ug_g_glu","glucose_cum_CO2_flux_ug_g_soil","priming_CO2_flux_ug_g_d","priming_cum_CO2_flux_ug_g_soil","relativePE_cum_CO2_flux_ug_g_soil"
"Corn","0N",38,10,26.9139311180285,NA,26.9139311180285,1066.00219527371,NA,1066.00219527371,35.1144475717809,3.00043741164506,32.1140101601358,1114.24908707138,130.342648632999,983.906438438381,5.2000790421073,-82.0957568353336,-82.0957568353336
"Corn","0N",38,12,23.1372364330437,NA,23.1372364330437,1010.92355576886,NA,1010.92355576886,23.825686642454,1.3142963207539,22.5113903217001,1104.03521930612,104.528880868102,999.506338438017,-0.625846111343538,-11.4172173308392,-11.4172173308392
"Corn","0N",47,1,22.8011026448854,NA,22.8011026448854,1402.16224922849,NA,1402.16224922849,39.5124654559958,2.31987647850856,37.1925889774872,1785.10281105013,177.804944834257,1607.29786621588,14.3914863326018,205.135616987381,205.135616987381
"Corn","0N",47,3,13.7938266104398,NA,13.7938266104398,718.243883605397,NA,718.243883605397,14.6296521996571,0.998772089758306,13.6308801098988,957.795799006813,123.130216832072,834.665582174741,-0.162946500541054,116.421698569343,116.421698569343
"Corn","0N",47,10,27.0475109824401,NA,27.0475109824401,1309.42979411568,NA,1309.42979411568,22.1487668982668,1.33810337102259,20.8106635272442,1313.58798915578,142.385578972202,1171.20241018358,-6.23684745519591,-138.227383932097,-138.227383932097
"Corn","0N",47,12,20.5138648219522,NA,20.5138648219522,1195.54833916643,NA,1195.54833916643,23.0094881003794,1.19462488789554,21.8148632124838,1311.12061220953,115.280504859162,1195.84010735037,1.3009983905316,0.291768183945578,0.291768183945578
"Corn","0N",54,1,27.3689487945397,NA,27.3689487945397,1593.74489079027,NA,1593.74489079027,45.2665722181031,2.25116987423781,43.0154023438653,2101.96881657685,193.563133953922,1908.40568262293,15.6464535493256,314.66079183266,314.66079183266
"Corn","0N",54,3,13.7754750588916,NA,13.7754750588916,814.672209017639,NA,814.672209017639,13.8449889083894,0.813069862018854,13.0319190463705,1054.71072136554,128.821705866204,925.889015499334,-0.743556012521115,111.216806481695,111.216806481695
"Corn","0N",54,10,26.652647153979,NA,26.652647153979,1495.99832419353,NA,1495.99832419353,24.9882233732456,1.31588036841341,23.6723430048322,1488.5055527685,151.596741551096,1336.9088112174,-2.9803041491468,-159.089512976125,-159.089512976125
"Corn","0N",54,12,20.2924470670256,NA,20.2924470670256,1337.59546863561,NA,1337.59546863561,22.5372205722302,1.03390023609446,21.5033203361357,1468.88115621514,122.517806511823,1346.36334970332,1.21087326911017,8.76788106771664,8.76788106771664
"Corn","0N",60,1,13.0395976328798,NA,13.0395976328798,1671.98247658755,NA,1671.98247658755,32.7447765156015,1.43489858362618,31.3098779319753,2298.43747567046,202.172525455679,2096.26495021478,18.2702802990954,424.282473627233,424.282473627233
"Corn","0N",60,3,11.8578425157147,NA,11.8578425157147,885.819264111927,NA,885.819264111927,11.2101278589689,0.543024042034565,10.6671038169343,1121.97148851935,132.079850118412,989.89163840094,-1.19073869878039,104.072374289013,104.072374289013
"Corn","0N",60,10,18.6464710951433,NA,18.6464710951433,1607.87715076439,NA,1607.87715076439,20.8462217316167,0.938748704185946,19.9074730274308,1613.5828831582,157.229233776212,1456.35364938199,1.26100193228753,-151.523501382399,-151.523501382399
"Corn","0N",60,12,17.0267298229374,NA,17.0267298229374,1439.75584757323,NA,1439.75584757323,18.9619332718863,0.770755456364185,18.1911778155221,1582.65275584646,127.142339250008,1455.51041659645,1.16444799258478,15.7545690232255,15.7545690232255
"Corn","0N",67,1,17.24128747748,NA,17.24128747748,1792.67148892991,NA,1792.67148892991,24.0490596306464,1.08138672002855,22.9676729106179,2466.78089308499,209.742232495879,2257.03866058911,5.72638543313782,464.367171659198,464.367171659198
"Corn","0N",67,3,9.75290837019088,NA,9.75290837019088,954.089622703263,NA,954.089622703263,8.32977209514826,0.461405689580785,7.86836640556748,1180.27989318539,135.309689945477,1044.97020323991,-1.8845419646234,90.8805805366493,90.8805805366493
"Corn","0N",67,10,14.5934165961627,NA,14.5934165961627,1710.03106693753,NA,1710.03106693753,16.6867995701264,0.661765232412706,16.0250343377137,1730.39048014909,161.8615904031,1568.52888974599,1.43161774155099,-141.502177191542,-141.502177191542
"Corn","0N",67,12,13.1118672178092,NA,13.1118672178092,1531.53891809789,NA,1531.53891809789,15.1302219146359,0.548093598747825,14.5821283158881,1688.56430924891,130.978994441243,1557.58531480767,1.4702610980789,26.0463967097776,26.0463967097776
"Corn","0N",76,1,23.9123209173031,NA,23.9123209173031,2007.88237718564,NA,2007.88237718564,27.7645992553462,1.09558547010026,26.669013785246,2716.6622863831,219.602501726781,2497.05978465632,2.75669286794284,489.177407470683,489.177407470683
"Corn","0N",76,3,10.5632597873278,NA,10.5632597873278,1049.15896078921,NA,1049.15896078921,8.29789330137971,0.405775615324309,7.89211768605541,1254.96093289781,138.961670483396,1115.99926241441,-2.6711421012724,66.8403016251978,66.8403016251978
"Corn","0N",76,10,15.1798943555625,NA,15.1798943555625,1846.65011613759,NA,1846.65011613759,15.206894736893,0.564705024835088,14.6421897120579,1867.25253278112,166.943935626616,1700.30859715451,-0.537704643504565,-146.341518983083,-146.341518983083
"Corn","0N",76,12,12.7945244713129,NA,12.7945244713129,1646.68963833971,NA,1646.68963833971,14.0200511920319,0.466466938750937,13.5535842532809,1814.7447699772,135.177196890001,1679.5675730872,0.759059781968029,32.8779347474897,32.8779347474897
"Corn","0N",87,1,13.0280574270691,NA,13.0280574270691,2151.1910088834,NA,2151.1910088834,22.0513126437408,0.779009678845361,21.2723029648955,2959.22672546425,228.17160819408,2731.05511727017,8.24424553782641,579.864108386774,579.864108386774
"Corn","0N",87,3,7.39010347919835,NA,7.39010347919835,1130.4500990604,NA,1130.4500990604,7.51761386138365,0.30327261110156,7.21434125028209,1337.65468537303,142.297669205513,1195.35701616751,-0.175762228916265,64.9069171071187,64.9069171071187
"Corn","0N",87,10,12.6277182475991,NA,12.6277182475991,1985.55501686118,NA,1985.55501686118,13.250842137714,0.408566323764942,12.8422758139491,2013.01179629598,171.438165188031,1841.57363110795,0.214557566349923,-143.981385753234,-143.981385753234
"Corn","0N",87,12,10.6726976256025,NA,10.6726976256025,1764.08931222134,NA,1764.08931222134,11.932451923859,0.343089713198456,11.5893622106606,1946.00174113965,138.951183735184,1807.05055740447,0.91666458505804,42.9612451831283,42.9612451831283
"Corn","0N",100,1,20.4016065397538,NA,20.4016065397538,2416.4118939002,NA,2416.4118939002,20.9974136097277,0.744861948651753,20.2525516610759,3232.19310239071,237.854813526553,2994.33828886416,-0.149054878677887,577.926394963961,577.926394963961
"Corn","0N",100,3,7.11598719600341,NA,7.11598719600341,1222.95793260844,NA,1222.95793260844,7.31233650566787,0.27902357949382,7.03331292617404,1432.71505994671,145.924975738933,1286.79008420778,-0.0826742698293685,63.8321515993371,63.8321515993371
"Corn","0N",100,10,14.6419354986052,NA,14.6419354986052,2175.90017834305,NA,2175.90017834305,14.9709925101057,0.439607366111899,14.5313851439938,2207.63469892735,177.153060947485,2030.48163797987,-0.110550354611391,-145.418540363182,-145.418540363182
"Corn","0N",100,12,11.2333494546641,NA,11.2333494546641,1910.12285513197,NA,1910.12285513197,11.0789226256893,0.310951726765484,10.7679708989238,2090.02773527361,142.993556183135,1947.03417909048,-0.465378555740291,36.9113239585047,36.9113239585047
"Corn","0N",114,1,20.028617798644,NA,20.028617798644,2696.81254308122,NA,2696.81254308122,18.4900907513565,0.610453952586672,17.8796367987699,3491.0543729097,246.401168862766,3244.65320404694,-2.14898099987411,547.840660965724,547.840660965724
"Corn","0N",114,3,6.28811874020589,NA,6.28811874020589,1310.99159497132,NA,1310.99159497132,7.09680855706138,0.244132005086,6.85267655197539,1532.07037974557,149.342823810137,1382.72755593543,0.564557811769494,71.7359609641098,71.7359609641098
"Corn","0N",114,10,11.5868084022703,NA,11.5868084022703,2338.11549597483,NA,2338.11549597483,8.59145658667835,0.238656678693684,8.35279990798467,2327.91509114085,180.494254449197,2147.42083669165,-3.23400849428563,-190.694659283181,-190.694659283181
"Corn","0N",114,12,9.77195151490927,NA,9.77195151490927,2046.9301763407,NA,2046.9301763407,9.91285279116133,0.244936952614481,9.66791583854685,2228.80767434987,146.422673519738,2082.38500083013,-0.104035676362427,35.4548244894308,35.4548244894308
"Corn","0N",132,1,20.1492209959447,NA,20.1492209959447,3059.49852100822,NA,3059.49852100822,20.3827367019894,0.599043003485439,19.783693698504,3857.94363354551,257.183942925504,3600.75969062001,-0.365527297440742,541.26116961179,541.26116961179
"Corn","0N",132,3,5.92807640188502,NA,5.92807640188502,1417.69697020525,NA,1417.69697020525,7.29907112595384,0.225680581738104,7.07339054421574,1663.45366001274,153.405074281423,1510.04858573132,1.14531414233071,92.3516155260631,92.3516155260631
"Corn","0N",132,10,12.0847840756921,NA,12.0847840756921,2555.64160933729,NA,2555.64160933729,12.5417010131833,0.311526856215972,12.2301741569673,2553.66570937815,186.101737861084,2367.56397151706,0.145390081275158,-188.077637820229,-188.077637820229
