"sample","Temp_C_Avg.1_T0","TIMESTAMP_T0","CO2_calc_T0","delta13C_calc_T0","time_T0","date_T0","doe_T0","sampling_id_T0","event_id_T0","event","crop_T0","fert_T0","addition_T0","dry_weight_g_T0","unique_soil_T0","CO2C_ug_g_T0","Temp_C_Avg.1_T1","TIMESTAMP_T1","CO2_calc_T1","delta13C_calc_T1","time_T1","date_T1","doe_T1","sampling_id_T1","event_id_T1","crop_T1","fert_T1","addition_T1","dry_weight_g_T1","unique_soil_T1","CO2C_ug_g_T1","CO2_flux_ug_g","sample_date","time_dif","CO2_flux_ug_g_d","diff.day","CO2_flux_ug_g_int","cum_CO2_flux_ug_g","atom_percent13C_calc_T1","atom_percent13C_calc_T0","soil_atom_percent13C","soil_Rsample","soil_delta13C","pglu","psoil","CO2_flux_ug_g_d_glu","CO2_flux_ug_g_int_glu","cum_CO2_flux_ug_g_glu","cum_pglu","CO2_flux_ug_g_d_soil","cum_CO2_flux_ug_g_soil","cum_psoil"
7,22.1592,"3/19/21 19:31",558.994829370231,-11.5602701858065,2021-03-19 19:31:00,2021-03-19,66,21,10.5,11,"Corn","0N","Cntrl",11.09940695,3,11.6116448451041,22.01922,"3/20/21 19:18",1023.78426423657,15.9482037507517,2021-03-20 19:18:00,2021-03-20,67,22,11,"Corn","0N","Cntrl",11.09940695,3,21.2765061258419,9.66486128073777,"7 2021-03-19",23.7833333333333,9.75290837019088,7,68.2703585913361,954.089622703263,1.12310367839367,1.09302618118116,1.15923965648135,0.0117283563223557,49.0198225768304,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,22.20547,"3/19/21 19:34",826.685737943917,8.04883360808195,2021-03-19 19:34:00,2021-03-19,66,21,10.5,11,"Corn","0N","+C",11.09940695,3,17.1695280316161,22.0212,"3/20/21 19:19",1222.81000479064,1638.91993953563,2021-03-20 19:19:00,2021-03-20,67,22,11,"Corn","0N","+C",11.09940695,3,25.4125316674399,8.2430036358238,"8 2021-03-19",23.75,8.32977209514826,7,58.3084046660379,1180.27989318539,2.86583820850619,1.11446845654937,6.51380360782533,0.0696766352596047,5232.08994925044,5.53923545938951,94.4607645406105,0.461405689580785,3.2298398270655,135.309689945477,11.4642035949878,7.86836640556748,1044.97020323991,88.5357964050122
9,22.24348,"3/19/21 19:35",449.114318124545,-9.73397248175189,2021-03-19 19:35:00,2021-03-19,66,21,10.5,11,"Corn","0N","+N",11.09940695,3,9.32650497142435,22.01865,"3/20/21 19:20",813.484572188342,-9.89766254456981,2021-03-20 19:20:00,2021-03-20,67,22,11,"Corn","0N","+N",11.09940695,3,16.9060450641224,7.57954009269801,"9 2021-03-19",23.75,7.65932472525272,7,53.6152730767691,809.571168808639,1.09484457971806,1.09502360437322,1.09462429269328,0.0110673892583213,-10.0990797812873,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,22.25152,"3/19/21 19:37",709.098244832481,-12.2614668223923,2021-03-19 19:37:00,2021-03-19,66,21,10.5,11,"Corn","112N","Cntrl",10.17843925,4,16.0573990701007,22.00135,"3/20/21 19:21",1641.48171434806,-1.81697109346746,2021-03-20 19:21:00,2021-03-20,67,22,11,"Corn","112N","Cntrl",10.17843925,4,37.2025570494713,21.1451579793706,"10 2021-03-19",23.7333333333333,21.3827440240827,7,149.679208168579,1722.6696496334,1.10368150200864,1.0922592604504,1.11235542589962,0.0112486795563837,6.11607527380231,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,22.24828,"3/19/21 19:38",506.062142801763,355.093122045487,2021-03-19 19:38:00,2021-03-19,66,21,10.5,11,"Corn","112N","+C",10.17843925,4,11.4598096509964,22.02052,"3/20/21 19:21",1473.70781974802,2836.68714311709,2021-03-20 19:21:00,2021-03-20,67,22,11,"Corn","112N","+C",10.17843925,4,33.3979587321783,21.9381490811819,"11 2021-03-19",23.7166666666667,22.2002351910766,7,155.401646337536,1939.76773331341,4.11309867064704,1.49242402051477,5.48205794504036,0.0580001830959533,4187.7125923234,4.48546216218456,95.5145378378154,0.995783149411721,6.97048204588205,179.847971036151,9.27162401701283,21.2044520416649,1759.91976227726,90.7283759829872
12,22.25617,"3/19/21 19:39",569.892141988009,-11.8584550789451,2021-03-19 19:39:00,2021-03-19,66,21,10.5,11,"Corn","112N","+N",10.17843925,4,12.9048993866268,21.99718,"3/20/21 19:23",1394.47611883773,-0.601841156605665,2021-03-20 19:23:00,2021-03-20,67,22,11,"Corn","112N","+N",10.17843925,4,31.6048664285629,18.6999670419361,"12 2021-03-19",23.7333333333333,18.9100790311713,7,132.370553218199,1676.38999798923,1.10501021319875,1.09270004847448,1.11350549219273,0.0112604405458505,7.16801390396182,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,22.29552,"3/19/21 19:43",625.507790283903,-8.72878946985323,2021-03-19 19:43:00,2021-03-19,66,21,10.5,11,"Corn","336N","Cntrl",10.86366784,5,13.2691022462071,21.98375,"3/20/21 19:24",1004.01489911708,-12.0391416675248,2021-03-20 19:24:00,2021-03-20,67,22,11,"Corn","336N","Cntrl",10.86366784,5,21.3209969549961,8.051894708789,"13 2021-03-19",23.6833333333333,8.15955551066584,7,57.1168885746609,722.005483670399,1.09250242572565,1.09612293937906,1.08653600818191,0.010984712943344,-17.4939005801279,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,22.26631,"3/19/21 19:45",483.950442884287,-6.52599704041146,2021-03-19 19:45:00,2021-03-19,66,21,10.5,11,"Corn","336N","+C",10.86366784,5,10.2672148268577,21.94817,"3/20/21 19:25",930.946683030315,1929.63923528468,2021-03-20 19:25:00,2021-03-20,67,22,11,"Corn","336N","+C",10.86366784,5,19.7717230806638,9.50450825380606,"14 2021-03-19",23.6666666666667,9.63837456723995,7,67.4686219706796,899.271704902745,3.17154305427769,1.09853197425139,5.41090668348631,0.0572043403078234,4116.52999542261,4.41279183053934,95.5872081694607,0.425321405499945,2.97724983849962,111.201042669589,12.3656779217373,9.21305316174,788.070662233156,87.6343220782627
15,22.25706,"3/19/21 19:46",552.798678042321,-11.6808497099881,2021-03-19 19:46:00,2021-03-19,66,21,10.5,11,"Corn","336N","+N",10.86366784,5,11.7282266989068,21.94722,"3/20/21 19:27",877.96008704025,-11.8421472173866,2021-03-20 19:27:00,2021-03-20,67,22,11,"Corn","336N","+N",10.86366784,5,18.6464379926484,6.91821129374162,"15 2021-03-19",23.6833333333333,7.01071376705695,7,49.0749963693987,723.261409476599,1.09271788486972,1.09289430042441,1.09241881311103,0.0110448440857821,-12.1155885099566,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,22.24337,"3/19/21 19:47",514.089557138612,-10.5916162330449,2021-03-19 19:47:00,2021-03-19,66,21,10.5,11,"Corn","336N","Cntrl",10.99458877,6,10.7775923640577,21.94234,"3/20/21 19:28",902.040034862447,-13.5737266712045,2021-03-20 19:28:00,2021-03-20,67,22,11,"Corn","336N","Cntrl",10.99458877,6,18.9300426214216,8.15245025736391,"16 2021-03-19",23.6833333333333,8.26145557396483,7,57.8301890177538,754.081328034321,1.09082396878232,1.09408560879551,1.08651205943104,0.010984468165594,-17.5157942457739,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,22.22321,"3/19/21 19:48",484.908588157125,25.9581266810065,2021-03-19 19:48:00,2021-03-19,66,21,10.5,11,"Corn","336N","+C",10.99458877,6,10.1665239504004,21.93582,"3/20/21 19:29",913.540661423823,2039.7835036271,2021-03-20 19:29:00,2021-03-20,67,22,11,"Corn","336N","+C",10.99458877,6,19.1718162057854,9.00529225538504,"17 2021-03-19",23.6833333333333,9.12570080770898,7,63.8799056539629,1014.23048029604,3.28686284392533,1.13404389163729,5.71728762289065,0.0606398297073042,4423.81060501992,4.7257139627685,95.2742860372315,0.431254517270381,3.01878162089267,111.918346357106,11.0348040737682,8.6944462904386,902.312133938935,88.9651959262318
18,22.18931,"3/19/21 19:49",533.468444911698,-10.5728657351387,2021-03-19 19:49:00,2021-03-19,66,21,10.5,11,"Corn","336N","+N",10.99458877,6,11.1859067534862,21.99623,"3/20/21 19:29",934.039876518114,-11.6239526627223,2021-03-20 19:29:00,2021-03-20,67,22,11,"Corn","336N","+N",10.99458877,6,19.5980062799813,8.41209952649513,"18 2021-03-19",23.6666666666667,8.53057980151618,7,59.7140586106133,656.710228430366,1.09295653015193,1.09410611619995,1.09142787939148,0.0110347147470757,-13.0215873388284,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,22.19952,"3/19/21 19:50",465.831344630203,-9.00837142056055,2021-03-19 19:50:00,2021-03-19,66,21,10.5,11,"Corn","112N","Cntrl",10.92691741,7,9.82782654690645,21.9797,"3/20/21 19:30",898.033229775746,-13.2661127503394,2021-03-20 19:30:00,2021-03-20,67,22,11,"Corn","112N","Cntrl",10.92691741,7,18.9602707741299,9.1324442272234,"19 2021-03-19",23.6666666666667,9.26107020225471,7,64.827491415783,804.783680648741,1.09116042699454,1.09581717241353,1.08614909759441,0.0109807583840414,-17.8476083789028,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,22.15822,"3/19/21 19:50",470.946597036022,-6.74435263900441,2021-03-19 19:50:00,2021-03-19,66,21,10.5,11,"Corn","112N","+C",10.92691741,7,9.93713458526798,21.9945,"3/20/21 19:31",1040.13684926049,2052.92299370198,2021-03-20 19:31:00,2021-03-20,67,22,11,"Corn","112N","+C",10.92691741,7,21.959418346973,12.022283761705,"20 2021-03-19",23.6833333333333,12.1830321019389,7,85.2812247135724,1136.5233084043,3.30060140385117,1.09829317975491,5.12094050537836,0.0539733480986776,3827.54023583246,4.11663491260479,95.8833650873952,0.501530952922266,3.51071667045586,116.624349032884,10.2615008570855,11.6815011490167,1019.89895937142,89.7384991429145
21,22.17491,"3/19/21 19:51",460.575138521554,-9.87468991921603,2021-03-19 19:51:00,2021-03-19,66,21,10.5,11,"Corn","112N","+N",10.92691741,7,9.71774403654746,21.96835,"3/20/21 19:33",817.891563632415,-11.7744998881452,2021-03-20 19:33:00,2021-03-20,67,22,11,"Corn","112N","+N",10.92691741,7,17.2688954030642,7.55115136651672,"21 2021-03-19",23.7,7.64673556102959,7,53.5271489272071,387.22505058996,1.09279187270539,1.09486970447311,1.09011786495615,0.0110213240722275,-14.2192899808105,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,22.15395,"3/19/21 19:52",461.052155791644,-9.78957904988287,2021-03-19 19:52:00,2021-03-19,66,21,10.5,11,"Corn","336N","Cntrl",10.32616007,8,10.294485660694,21.96536,"3/20/21 19:34",1392.57661058253,-11.8001817513727,2021-03-20 19:34:00,2021-03-20,67,22,11,"Corn","336N","Cntrl",10.32616007,8,31.1136623732455,20.8191767125515,"22 2021-03-19",23.7,21.0827105949889,7,147.578974164922,1524.31833929788,1.09276378372367,1.09496278861803,1.09167643888456,0.0110372555067119,-12.7943340776291,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,22.13561,"3/19/21 19:53",503.226660600097,14.5661471274647,2021-03-19 19:53:00,2021-03-19,66,21,10.5,11,"Corn","336N","+C",10.32616007,8,11.2368662234306,21.98006,"3/20/21 19:34",1572.84031113453,3226.88832804197,2021-03-20 19:34:00,2021-03-20,67,22,11,"Corn","336N","+C",10.32616007,8,35.13945628822,23.9025900647894,"23 2021-03-19",23.6833333333333,24.2221883837416,7,169.555318686191,2021.92056310481,4.51253511630112,1.12159298760724,6.10665370212158,0.0650381943226105,4817.21369932922,5.12339295666261,94.8766070433374,1.24099789360217,8.68698525521516,201.139016379903,9.9479188277822,22.9811904901394,1820.78154672491,90.0520811722178
24,22.15458,"3/19/21 19:54",483.43032016895,-10.6234899610792,2021-03-19 19:54:00,2021-03-19,66,21,10.5,11,"Corn","336N","+N",10.32616007,8,10.7941277775951,21.963,"3/20/21 19:36",1336.18252106937,-11.0978710870936,2021-03-20 19:36:00,2021-03-20,67,22,11,"Corn","336N","+N",10.32616007,8,29.8539153785577,19.0597876009626,"24 2021-03-19",23.7,19.301050735152,7,135.107355146064,1668.26176492163,1.09353191505554,1.09405074850536,1.09323808415511,0.0110532188394288,-11.3665250996149,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,22.24811,"3/19/21 20:01",489.750001763543,-10.0499275018123,2021-03-19 20:01:00,2021-03-19,66,21,10.5,11,"Corn","336N","Cntrl",10.18043625,9,11.0882510502183,21.95626,"3/20/21 19:40",1492.82140625875,-12.3172577499631,2021-03-20 19:40:00,2021-03-20,67,22,11,"Corn","336N","Cntrl",10.18043625,9,33.8318501235605,22.7435990733422,"25 2021-03-19",23.65,23.0801851061401,7,161.56129574298,1806.25512564114,1.09219823965412,1.09467804989804,1.09098925076662,0.0110302311437795,-13.4226144397256,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,22.21295,"3/19/21 20:02",646.130871803727,141.508007694422,2021-03-19 20:02:00,2021-03-19,66,21,10.5,11,"Corn","336N","+C",10.18043625,9,14.6305546695145,21.91962,"3/20/21 19:41",1643.49462919664,3046.17812526807,2021-03-20 19:41:00,2021-03-20,67,22,11,"Corn","336N","+C",10.18043625,9,37.2511863279727,22.6206316584582,"26 2021-03-19",23.65,22.9553978775051,7,160.687785142536,2123.46679536695,4.3279623942317,1.26015756049935,6.31215483469963,0.0673743197269894,5026.1638531157,5.33328151143646,94.6667184885635,1.22427599087766,8.56993193614361,223.1565902439,10.5090689777109,21.7311218866275,1900.31020512305,89.4909310222891
27,22.19956,"3/19/21 20:03",537.382836063432,-11.7101233240469,2021-03-19 20:03:00,2021-03-19,66,21,10.5,11,"Corn","336N","+N",10.18043625,9,12.1686886458503,21.86032,"3/20/21 19:43",1608.23041544386,-10.810677070431,2021-03-20 19:43:00,2021-03-20,67,22,11,"Corn","336N","+N",10.18043625,9,36.4592204929145,24.2905318470642,"27 2021-03-19",23.6666666666667,24.6326520139242,7,172.42856409747,1803.162367127,1.09384602150432,1.09286228310805,1.09433883929557,0.0110644711986451,-10.3600799043725,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,22.19645,"3/19/21 20:06",802.107576487081,-15.0121582894659,2021-03-19 20:06:00,2021-03-19,66,21,10.5,11,"Corn","0N","Cntrl",10.57033625,10,17.4934217136298,21.88816,"3/20/21 19:43",1459.03208511805,-13.8752060416569,2021-03-20 19:43:00,2021-03-20,67,22,11,"Corn","0N","Cntrl",10.57033625,10,31.8537490169372,14.3603273033074,"28 2021-03-19",23.6166666666667,14.5934165961627,7,102.153916173139,1710.03106693753,1.09049421812297,1.08925062816696,1.09200913091568,0.0110406562838899,-12.4901582345844,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,22.20385,"3/19/21 20:07",469.864271569196,10.3386480979004,2021-03-19 20:07:00,2021-03-19,66,21,10.5,11,"Corn","0N","+C",10.57033625,10,10.2471640385554,21.90361,"3/20/21 19:44",1221.54179203447,2235.83830380784,2021-03-20 19:44:00,2021-03-20,67,22,11,"Corn","0N","+C",10.57033625,10,26.6674383377701,16.4202742992147,"29 2021-03-19",23.6166666666667,16.6867995701264,7,116.807596990885,1730.39048014909,3.49145180200337,1.11697172984716,4.97325937490301,0.0523353673101732,3681.03425759356,3.96580080938608,96.0341991906139,0.661765232412706,4.63235662688894,161.8615904031,9.35404998235744,16.0250343377137,1568.52888974599,90.6459500176425
30,22.19883,"3/19/21 20:08",646.962816340078,-12.958873390658,2021-03-19 20:08:00,2021-03-19,66,21,10.5,11,"Corn","0N","+N",10.57033625,10,14.109706117777,21.87251,"3/20/21 19:46",1293.08191590262,-12.148782929297,2021-03-20 19:46:00,2021-03-20,67,22,11,"Corn","0N","+N",10.57033625,10,28.2322042120737,14.1224980942967,"30 2021-03-19",23.6333333333333,14.3416059631785,7,100.39124174225,1607.65402427257,1.09238250715687,1.09149647323892,1.09326773851672,0.0110535219748886,-11.3394117431057,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,22.18639,"3/19/21 20:09",495.753834344081,-10.5250317572824,2021-03-19 20:09:00,2021-03-19,66,21,10.5,11,"Corn","112N","Cntrl",10.9210547,11,10.4651930121871,21.84423,"3/20/21 19:47",1015.94054437807,-13.5460575317246,2021-03-20 19:47:00,2021-03-20,67,22,11,"Corn","112N","Cntrl",10.9210547,11,21.4710307497451,11.005837737558,"31 2021-03-19",23.6333333333333,11.1765912144453,7,78.2361385011174,1056.6594721561,1.09085423249079,1.09415843214443,1.0877123465253,0.0109967363239636,-16.4184928880664,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,22.19414,"3/19/21 20:10",532.986954053388,-9.72248805815956,2021-03-19 20:10:00,2021-03-19,66,21,10.5,11,"Corn","112N","+C",10.9210547,11,11.2508761320024,21.8758,"3/20/21 19:47",1144.61609575127,1878.9471365166,2021-03-20 19:47:00,2021-03-20,67,22,11,"Corn","112N","+C",10.9210547,11,24.1878894356716,12.9370133036692,"32 2021-03-19",23.6166666666667,13.1470001109976,7,92.0290007769835,1223.27873272221,3.11837654485849,1.09503616464081,4.87800617933148,0.0512815804568592,3586.78035981675,3.86851397059697,96.131486029403,0.508593536008343,3.5601547520584,104.20876664364,8.51880800802775,12.6384065749893,1119.06996607857,91.4811919919723
33,22.15016,"3/19/21 20:10",455.613088595279,-9.51259719997355,2021-03-19 20:10:00,2021-03-19,66,21,10.5,11,"Corn","112N","+N",10.9210547,11,9.61901566905257,21.88792,"3/20/21 19:48",928.415825610362,-10.4907297339734,2021-03-20 19:48:00,2021-03-20,67,22,11,"Corn","112N","+N",10.9210547,11,19.618365429112,9.99934976005945,"33 2021-03-19",23.6333333333333,10.1544877676203,7,71.0814143733422,943.335806320412,1.09419594817795,1.09526571720552,1.09316686875926,0.0110524908558008,-11.4316381670589,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,22.0891,"3/19/21 20:12",504.502626597513,-11.0953966743004,2021-03-19 20:12:00,2021-03-19,66,21,10.5,11,"Corn","0N","Cntrl",10.33442753,12,11.2581191274566,21.90243,"3/20/21 19:49",1082.00663383816,-12.6174295659117,2021-03-20 19:49:00,2021-03-20,67,22,11,"Corn","0N","Cntrl",10.33442753,12,24.1605606883147,12.9024415608581,"34 2021-03-19",23.6166666666667,13.1118672178092,7,91.7830705246644,1531.53891809789,1.09186992829371,1.0935346213496,1.09041738827286,0.0110243857013666,-13.9454485687681,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,22.10073,"3/19/21 20:13",484.086874241073,-6.20842277097466,2021-03-19 20:13:00,2021-03-19,66,21,10.5,11,"Corn","0N","+C",10.33442753,12,10.8021103116403,21.88008,"3/20/21 19:50",1150.4438561169,1908.53488114989,2021-03-20 19:50:00,2021-03-20,67,22,11,"Corn","0N","+C",10.33442753,12,25.6906689595842,14.8885586479438,"35 2021-03-19",23.6166666666667,15.1302219146359,7,105.911553402452,1688.56430924891,3.14941563427276,1.09887927259799,4.63714325792016,0.0486263039546085,3349.28436219139,3.62250865744168,96.3774913425583,0.548093598747825,3.83665519123477,130.978994441243,7.75682594520212,14.5821283158881,1557.58531480767,92.2431740547979
36,22.0635,"3/19/21 20:14",632.98330376498,-12.6973734867375,2021-03-19 20:14:00,2021-03-19,66,21,10.5,11,"Corn","0N","+N",10.33442753,12,14.1264267535145,21.83658,"3/20/21 19:52",1175.43546058219,-12.5680527767312,2021-03-20 19:52:00,2021-03-20,67,22,11,"Corn","0N","+N",10.33442753,12,26.2526295636148,12.1262028101002,"36 2021-03-19",23.6333333333333,12.3143385377605,7,86.2003697643232,1396.0899035695,1.0919239340495,1.09178248967912,1.09208870974798,0.0110414697419216,-12.4174000767773,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,21.9793,"3/19/21 20:19",535.572410551209,-11.3404670468111,2021-03-19 20:19:00,2021-03-19,66,21,10.5,11,"Mxg","336N","Cntrl",9.271147252,13,13.3270827718346,21.8228,"3/20/21 19:54",1791.55199608493,-11.9301958026256,2021-03-20 19:54:00,2021-03-20,67,22,11,"Mxg","336N","Cntrl",9.271147252,13,44.6042942940806,31.277211522246,"37 2021-03-19",23.5833333333333,31.8298124325331,7,222.808687027731,2432.33664205641,1.09262158342598,1.09326658431257,1.09234675137462,0.0110441074628348,-12.1814743043762,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,21.99524,"3/19/21 20:20",486.844108117594,41.9075418863242,2021-03-19 20:20:00,2021-03-19,66,21,10.5,11,"Mxg","336N","+C",9.271147252,13,12.1138826182892,21.82703,"3/20/21 19:54",989.744050566951,1695.85282905659,2021-03-20 19:54:00,2021-03-20,67,22,11,"Mxg","336N","+C",9.271147252,13,24.6413176585246,12.5274350402355,"38 2021-03-19",23.5666666666667,12.7577839165057,7,89.3044874155399,2062.88725290656,2.92585769040092,1.15147059362285,4.64166918259705,0.0486760741595315,3353.73596053161,3.62713121001611,96.3728687899839,0.462741562141994,3.23919093499396,178.017390660115,8.62952594279172,12.2950423543637,1884.86986224644,91.3704740572083
39,22.00095,"3/19/21 20:21",466.661128092938,-10.1479924947397,2021-03-19 20:21:00,2021-03-19,66,21,10.5,11,"Mxg","336N","+N",9.271147252,13,11.6114556371198,21.849,"3/20/21 19:56",1550.43720895347,-11.0050591651387,2021-03-20 19:56:00,2021-03-20,67,22,11,"Mxg","336N","+N",9.271147252,13,38.5978278489517,26.9863722118319,"39 2021-03-19",23.5833333333333,27.4631632403095,7,192.242142682166,2101.96283657901,1.09363342443311,1.09457079744072,1.09323009993258,0.0110531372224283,-11.3738251721108,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,22.0072,"3/19/21 20:21",665.301681592847,-13.3917491029235,2021-03-19 20:21:00,2021-03-19,66,21,10.5,11,"Mxg","112N","Cntrl",9.689180785,14,15.8394787353763,21.79644,"3/20/21 19:57",1632.13316192067,-12.1998478550206,2021-03-20 19:57:00,2021-03-20,67,22,11,"Mxg","112N","Cntrl",9.689180785,14,38.8855347891924,23.0460560538161,"40 2021-03-19",23.6,23.4366671733723,7,164.056670213606,1833.63538247818,1.09232665552226,1.09102301026972,1.09322264662842,0.0110530610326386,-11.380639818375,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,21.98606,"3/19/21 20:22",472.987589648436,27.8366718015295,2021-03-19 20:22:00,2021-03-19,66,21,10.5,11,"Mxg","112N","+C",9.689180785,14,11.261678278652,21.80507,"3/20/21 19:57",1637.18007656454,2713.29596284857,2021-03-20 19:57:00,2021-03-20,67,22,11,"Mxg","112N","+C",9.689180785,14,39.0046361556291,27.7429578769771,"41 2021-03-19",23.5833333333333,28.2331161433548,7,197.631813003484,2033.79548475035,3.98609068956338,1.1360967529553,5.14298661077387,0.0542183063435772,3849.45004548869,4.13915169945557,95.8608483005444,1.16861150665694,8.18028054659856,180.694252853715,8.88458324391919,27.0645046366979,1853.10123189663,91.1154167560808
42,21.97638,"3/19/21 20:24",459.430535279184,-10.6650236453705,2021-03-19 20:24:00,2021-03-19,66,21,10.5,11,"Mxg","112N","+N",9.689180785,14,10.9392480822879,21.83367,"3/20/21 20:00",1461.99138445088,-9.4996390682921,2021-03-20 20:00:00,2021-03-20,67,22,11,"Mxg","112N","+N",9.689180785,14,34.8275147321861,23.8882666498982,"42 2021-03-19",23.6,24.2931525253202,7,170.052067677242,1836.61605667023,1.0952798891664,1.09400532308605,1.09586355623419,0.0110800578786436,-8.96595988984206,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,21.97911,"3/19/21 20:24",511.974288107717,-10.9407781840168,2021-03-19 20:24:00,2021-03-19,66,21,10.5,11,"Mxg","336N","Cntrl",11.35112405,15,10.4054277448918,21.82903,"3/20/21 20:00",843.773377166384,-11.8674560695509,2021-03-20 20:00:00,2021-03-20,67,22,11,"Mxg","336N","Cntrl",11.35112405,15,17.1576778921346,6.75225014724289,"43 2021-03-19",23.6,6.86669506499277,7,48.0668654549494,534.336285084397,1.09269020381948,1.09370372909775,1.09112832980404,0.0110316527868432,-13.2954583648716,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,21.99718,"3/19/21 20:25",468.213991196553,5.78508117624876,2021-03-19 20:25:00,2021-03-19,66,21,10.5,11,"Mxg","336N","+C",11.35112405,15,9.51545553733103,21.76662,"3/20/21 20:01",840.402156673816,2158.04295930099,2021-03-20 20:01:00,2021-03-20,67,22,11,"Mxg","336N","+C",11.35112405,15,17.0927423223131,7.57728678498203,"44 2021-03-19",23.6,7.70571537455799,7,53.9400076219059,703.06543221355,3.4103737448054,1.11199355025008,6.2966488944433,0.0671976916529926,5010.36570154581,5.31744452139178,94.6825554786082,0.409747140018478,2.86822998012935,103.592289766273,14.7343739316155,7.29596823453952,599.473142447277,85.2656260683845
45,21.92867,"3/19/21 20:27",647.316999610093,-13.1695084737539,2021-03-19 20:27:00,2021-03-19,66,21,10.5,11,"Mxg","336N","+N",11.35112405,15,13.1583983651419,21.79638,"3/20/21 20:03",865.246796345989,-12.1059217556146,2021-03-20 20:03:00,2021-03-20,67,22,11,"Mxg","336N","+N",11.35112405,15,17.596275982474,4.43787761733204,"45 2021-03-19",23.6,4.51309588203258,7,31.5916711742281,413.135684129541,1.09242938598986,1.09126608917268,1.09587858496678,0.0110802115148278,-8.95221820274539,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,21.94866,"3/19/21 20:28",528.369212837722,-12.4138811405922,2021-03-19 20:28:00,2021-03-19,66,21,10.5,11,"Mxg","112N","Cntrl",11.19816387,16,10.8864467647583,21.79058,"3/20/21 20:04",891.597562054757,-13.222149962403,2021-03-20 20:04:00,2021-03-20,67,22,11,"Mxg","112N","Cntrl",11.19816387,16,18.3801998361227,7.49375307136439,"46 2021-03-19",23.6,7.62076583528582,7,53.3453608470008,499.958012798921,1.09120851189097,1.09209255856171,1.08992422524223,0.0110193447604291,-14.396325641608,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,21.90304,"3/19/21 20:28",457.035057617628,1.96277721210114,2021-03-19 20:28:00,2021-03-19,66,21,10.5,11,"Mxg","112N","+C",11.19816387,16,9.41814359132877,21.77278,"3/20/21 20:05",878.263382604654,1832.29429787446,2021-03-20 20:05:00,2021-03-20,67,22,11,"Mxg","112N","+C",11.19816387,16,18.1064097240531,8.68826613272437,"47 2021-03-19",23.6166666666667,8.82928950679117,7,61.8050265475382,864.884558530456,3.06939484385524,1.10781443570565,5.19576225337853,0.0548051688075904,3901.94080727623,4.19305409509977,95.8069459049002,0.370216885232722,2.59151819662905,108.31658096871,12.5238194971076,8.45907262155845,756.567977561745,87.4761805028924
48,21.92723,"3/19/21 20:29",442.767234209534,-9.88940811099981,2021-03-19 20:29:00,2021-03-19,66,21,10.5,11,"Mxg","112N","+N",11.19816387,16,9.123377880092,21.79671,"3/20/21 20:06",758.876841026291,-10.9555210966765,2021-03-20 20:06:00,2021-03-20,67,22,11,"Mxg","112N","+N",11.19816387,16,15.6438495226985,6.52047164260649,"48 2021-03-19",23.6166666666667,6.62630851471655,7,46.3841596030158,482.9982044813,1.09368760465559,1.0948536074479,1.09205614535838,0.0110411368672602,-12.4471733978379,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,21.98044,"3/19/21 20:41",446.727630319973,-9.65165011343028,2021-03-19 20:41:00,2021-03-19,66,21,10.5,11,"Mxg","0N","Cntrl",9.702276927,17,10.6222825185414,21.80108,"3/20/21 20:10",1107.56141151343,-11.5644533192281,2021-03-20 20:10:00,2021-03-20,67,22,11,"Mxg","0N","Cntrl",9.702276927,17,26.3515923885367,15.7293098699953,"49 2021-03-19",23.4833333333333,16.0753770140478,7,112.527639098334,1735.91808433163,1.09302160599234,1.09511363851001,1.09160881925062,0.0110365643017666,-12.8561575479554,NA,NA,NA,NA,NA,NA,NA,NA,NA
