sample,Day,sample_id,Crop,Treatment,Addition,CO2_flux_ug_g_d,cum_CO2_flux_ug_g
38,38,14,Miscanthus,336N,Carbon,22.8606564743514,1096.27588418721
39,38,14,Miscanthus,336N,Nitrogen,23.7734450185201,1136.57243759853
40,38,14,Miscanthus,112N,Control,22.6592741795303,965.556245576838
41,38,14,Miscanthus,112N,Carbon,26.1515352703397,1172.04459600254
42,38,14,Miscanthus,112N,Nitrogen,23.7320883057748,1012.53436067258
43,38,14,Miscanthus,336N,Control,6.28571562394608,338.446701903973
44,38,14,Miscanthus,336N,Carbon,8.60449315856888,449.88869429107
45,38,14,Miscanthus,336N,Nitrogen,5.55958383561812,253.145692237106
46,38,14,Miscanthus,112N,Control,6.63219971984209,302.233580089367
47,38,14,Miscanthus,112N,Carbon,12.1072733706931,571.499308183496
48,38,14,Miscanthus,112N,Nitrogen,7.18476058475251,289.559037877439
49,38,14,Miscanthus,0N,Control,23.2038927087071,1149.54830462339
50,38,14,Miscanthus,0N,Carbon,26.8052652540179,1364.87781323647
51,38,14,Miscanthus,0N,Nitrogen,25.2464378603763,1074.58873244519
52,38,14,Miscanthus,0N,Control,16.9857976789405,620.837252841778
53,38,14,Miscanthus,0N,Carbon,19.4890542607454,671.024379447391
54,38,14,Miscanthus,0N,Nitrogen,10.9524222651074,568.872020339717
55,38,14,Miscanthus,336N,Control,26.8990103947386,1193.27396567621
56,38,14,Miscanthus,336N,Carbon,28.7023425153501,1345.15059837698
57,38,14,Miscanthus,336N,Nitrogen,23.3748335007631,1049.63289804008
58,38,14,Miscanthus,112N,Control,17.1851274868855,647.892491400687
59,38,14,Miscanthus,112N,Carbon,18.7816100236002,806.143602440478
60,38,14,Miscanthus,112N,Nitrogen,12.5354906354822,486.786599246696
61,38,14,Miscanthus,0N,Control,24.9446525206028,1121.59046800795
62,38,14,Miscanthus,0N,Carbon,33.0810944460955,1303.98368575651
63,38,14,Miscanthus,0N,Nitrogen,22.7270854984402,1018.65786622674
64,38,14,Miscanthus,336N,Control,11.9185321835883,506.245872606692
65,38,14,Miscanthus,336N,Carbon,13.500077819741,653.702519230141
66,38,14,Miscanthus,336N,Nitrogen,9.8372085492413,439.865019991221
67,38,14,Miscanthus,0N,Control,36.5613621338315,1406.91345441272
68,38,14,Miscanthus,0N,Carbon,36.3013528316453,1420.73525436964
69,38,14,Miscanthus,0N,Nitrogen,35.3855381083688,1421.61961658472
70,38,14,Miscanthus,112N,Control,28.7443724806879,1224.06631882944
71,38,14,Miscanthus,112N,Carbon,35.5991439201274,1473.55120428809
72,38,14,Miscanthus,112N,Nitrogen,31.8148603309746,1186.4285129332
1,47,16,Corn,0N,Control,22.8011026448854,1402.16224922849
2,47,16,Corn,0N,Carbon,39.5124654559958,1785.10281105013
3,47,16,Corn,0N,Nitrogen,35.5844172547649,1519.84304739436
4,47,16,Corn,112N,Control,24.5546042955152,1131.10995778122
5,47,16,Corn,112N,Carbon,32.2405798352319,1364.14156892837
6,47,16,Corn,112N,Nitrogen,17.308932948452,890.310775250332
7,47,16,Corn,0N,Control,13.7938266104398,718.243883605397
8,47,16,Corn,0N,Carbon,14.6296521996571,957.795799006813
9,47,16,Corn,0N,Nitrogen,11.5498702874436,620.936286694731
10,47,16,Corn,112N,Control,26.3895573376979,1174.48960301791
11,47,16,Corn,112N,Carbon,28.5479319221836,1382.44577682795
12,47,16,Corn,112N,Nitrogen,27.9182714112903,1197.56430913026
13,47,16,Corn,336N,Control,10.2053973829606,548.834600962681
14,47,16,Corn,336N,Carbon,10.3829868385229,690.868703850404
15,47,16,Corn,336N,Nitrogen,11.3011093493219,554.081557555009
16,47,16,Corn,336N,Control,8.44271373643481,557.416798415374
17,47,16,Corn,336N,Carbon,14.4744591225267,794.816429028542
18,47,16,Corn,336N,Nitrogen,8.91712628503797,478.066785735222
19,47,16,Corn,112N,Control,10.5958825805327,609.727093643964
20,47,16,Corn,112N,Carbon,20.155724088258,804.803609610912
21,47,16,Corn,112N,Nitrogen,1.97733614910656,302.474713478906
22,47,16,Corn,336N,Control,15.6973990192143,1050.05483254343
23,47,16,Corn,336N,Carbon,32.169528671523,1437.56995926945
24,47,16,Corn,336N,Nitrogen,26.17111322548,1183.74368151995
25,47,16,Corn,336N,Control,27.0934610119561,1246.98145357524
26,47,16,Corn,336N,Carbon,33.1367034979223,1472.48079078145
27,47,16,Corn,336N,Nitrogen,27.1696869426154,1203.27980793381
28,47,16,Corn,0N,Control,27.0475109824401,1309.42979411568
29,47,16,Corn,0N,Carbon,22.1487668982668,1313.58798915578
30,47,16,Corn,0N,Nitrogen,30.902656225139,1195.98664004841
31,47,16,Corn,112N,Control,13.8389270477335,799.378798410025
32,47,16,Corn,112N,Carbon,17.5907694370513,917.842083489282
33,47,16,Corn,112N,Nitrogen,13.1976701775376,704.052611787062
34,47,16,Corn,0N,Control,20.5138648219522,1195.54833916643
35,47,16,Corn,0N,Carbon,23.0094881003794,1311.12061220953
36,47,16,Corn,0N,Nitrogen,21.5211624585814,1086.7362788
37,47,16,Miscanthus,336N,Control,39.1471065333551,1644.70484804388
38,47,16,Miscanthus,336N,Carbon,39.5710620866474,1452.41544296703
39,47,16,Miscanthus,336N,Nitrogen,34.2291600029929,1444.63487762546
40,47,16,Miscanthus,112N,Control,29.6642711380521,1232.53468581931
41,47,16,Miscanthus,112N,Carbon,27.836417501279,1422.57235351405
42,47,16,Miscanthus,112N,Nitrogen,27.5598108030063,1260.57265789964
43,47,16,Miscanthus,336N,Control,6.54876466665383,397.385583903857
44,47,16,Miscanthus,336N,Carbon,9.04783717309677,531.319228848941
45,47,16,Miscanthus,336N,Nitrogen,5.7263864518688,304.683170303925
46,47,16,Miscanthus,112N,Control,6.45246123970261,360.30573124669
47,47,16,Miscanthus,112N,Carbon,10.7719518427217,668.446874767991
48,47,16,Miscanthus,112N,Nitrogen,6.93364574737944,351.961849603854
49,47,16,Miscanthus,0N,Control,21.5097677014282,1343.13621393624
50,47,16,Miscanthus,0N,Carbon,25.4161085776125,1593.62279043498
51,47,16,Miscanthus,0N,Nitrogen,26.309008346665,1311.36980756517
52,47,16,Miscanthus,0N,Control,16.6552040482321,770.734089275867
53,47,16,Miscanthus,0N,Carbon,17.0390335023423,824.375680968472
54,47,16,Miscanthus,0N,Nitrogen,11.0671497080374,668.476367712054
55,47,16,Miscanthus,336N,Control,30.7017509857304,1469.58972454779
56,47,16,Miscanthus,336N,Carbon,33.025522860492,1642.38030412141
57,47,16,Miscanthus,336N,Nitrogen,26.5595619908926,1288.66895595811
58,47,16,Miscanthus,112N,Control,17.9637491210609,809.566233490235
59,47,16,Miscanthus,112N,Carbon,17.5151521591472,963.779971872803
60,47,16,Miscanthus,112N,Nitrogen,12.8340204003242,602.292782849614
61,47,16,Miscanthus,0N,Control,30.7669489878947,1398.49300889901
62,47,16,Miscanthus,0N,Carbon,39.7977068857899,1662.16304772862
63,47,16,Miscanthus,0N,Nitrogen,26.6805973833753,1258.78324267712
64,47,16,Miscanthus,336N,Control,10.2319928571155,598.333808320732
65,47,16,Miscanthus,336N,Carbon,13.0710366279699,771.34184888187
66,47,16,Miscanthus,336N,Nitrogen,9.25802590445835,523.187253131346
67,47,16,Miscanthus,0N,Control,36.4807322412609,1735.24004458407
68,47,16,Miscanthus,0N,Carbon,39.7555160727181,1778.53489902411
69,47,16,Miscanthus,0N,Nitrogen,38.3290996015133,1766.58151299834
70,47,16,Miscanthus,112N,Control,30.0998279918403,1494.964770756
71,47,16,Miscanthus,112N,Carbon,37.0789070703341,1807.2613679211
72,47,16,Miscanthus,112N,Nitrogen,34.5825406154824,1497.67137847254
1,54,18,Corn,0N,Control,27.3689487945397,1593.74489079027
2,54,18,Corn,0N,Carbon,45.2665722181031,2101.96881657685
3,54,18,Corn,0N,Nitrogen,43.1785212398063,1822.092696073
4,54,18,Corn,112N,Control,31.9840571839099,1354.99835806859
5,54,18,Corn,112N,Carbon,34.391273673932,1604.8804846459
6,54,18,Corn,112N,Nitrogen,29.607594913008,1097.56393964139
7,54,18,Corn,0N,Control,13.7754750588916,814.672209017639
8,54,18,Corn,0N,Carbon,13.8449889083894,1054.71072136554
9,54,18,Corn,0N,Nitrogen,11.1687999204099,699.117886137601
10,54,18,Corn,112N,Control,32.7565427398525,1403.78540219688
11,54,18,Corn,112N,Carbon,34.0074179061404,1620.49770217094
12,54,18,Corn,112N,Nitrogen,28.7906630183723,1399.09895025886
13,54,18,Corn,336N,Control,9.57259398151778,615.842758833305
14,54,18,Corn,336N,Carbon,11.2135218896122,769.363357077689
15,54,18,Corn,336N,Nitrogen,9.91370896123533,623.477520283656
16,54,18,Corn,336N,Control,11.3058723322265,636.557904740959
17,54,18,Corn,336N,Carbon,12.8150560683579,884.521821507048
18,54,18,Corn,336N,Nitrogen,9.36866181891398,543.64741846762
19,54,18,Corn,112N,Control,10.2671095525062,681.596860511508
20,54,18,Corn,112N,Carbon,20.9564391758582,951.49868384192
21,54,18,Corn,112N,Nitrogen,0.147373440363954,303.506327561453
22,54,18,Corn,336N,Control,26.3382441655078,1234.42254170198
23,54,18,Corn,336N,Carbon,33.6932953057002,1673.42302640936
24,54,18,Corn,336N,Nitrogen,29.9317273379156,1393.26577288536
25,54,18,Corn,336N,Control,32.0427571441726,1471.28075358444
26,54,18,Corn,336N,Carbon,41.9095790016927,1765.8478437933
27,54,18,Corn,336N,Nitrogen,35.498351108044,1451.76826569012
28,54,18,Corn,0N,Control,26.652647153979,1495.99832419353
29,54,18,Corn,0N,Carbon,24.9882233732456,1488.5055527685
30,54,18,Corn,0N,Nitrogen,27.2758675555586,1386.91771293732
31,54,18,Corn,112N,Control,14.4139648361407,900.27655226301
32,54,18,Corn,112N,Carbon,17.3309953754575,1039.15905111748
33,54,18,Corn,112N,Nitrogen,13.4918185907115,798.495341922042
34,54,18,Corn,0N,Control,20.2924470670256,1337.59546863561
35,54,18,Corn,0N,Carbon,22.5372205722302,1468.88115621514
36,54,18,Corn,0N,Nitrogen,18.7259685224168,1217.81805845691
37,54,18,Miscanthus,336N,Control,50.180893188533,1995.97110036361
38,54,18,Miscanthus,336N,Carbon,46.6540368745018,1778.99370108855
39,54,18,Miscanthus,336N,Nitrogen,38.2850294530569,1712.63008379686
40,54,18,Miscanthus,112N,Control,37.1770260622815,1492.77386825528
41,54,18,Miscanthus,112N,Carbon,32.5983281870644,1650.7606508235
42,54,18,Miscanthus,112N,Nitrogen,34.3724843290349,1501.18004820288
43,54,18,Miscanthus,336N,Control,6.89200100063891,445.62959090833
44,54,18,Miscanthus,336N,Carbon,9.36912671265106,596.903115837498
45,54,18,Miscanthus,336N,Nitrogen,6.04665092658439,347.009726790016
46,54,18,Miscanthus,112N,Control,6.32363399021022,404.571169178162
47,54,18,Miscanthus,112N,Carbon,11.3428810427042,747.847042066921
48,54,18,Miscanthus,112N,Nitrogen,6.7397996584706,399.140447213148
49,54,18,Miscanthus,0N,Control,23.0679175985662,1504.61163712621
50,54,18,Miscanthus,0N,Carbon,25.5588003198772,1772.53439267412
51,54,18,Miscanthus,0N,Nitrogen,24.8926496100121,1485.61835483526
52,54,18,Miscanthus,0N,Control,15.8421089987991,881.628852267461
53,54,18,Miscanthus,0N,Carbon,14.6364347848939,926.830724462729
54,54,18,Miscanthus,0N,Nitrogen,12.0241774217575,752.645609664356
55,54,18,Miscanthus,336N,Control,37.0114752131778,1728.67005104003
56,54,18,Miscanthus,336N,Carbon,39.8802862417211,1921.54230781345
57,54,18,Miscanthus,336N,Nitrogen,33.3031869190764,1521.79126439164
58,54,18,Miscanthus,112N,Control,16.3553181697441,924.053460678444
59,54,18,Miscanthus,112N,Carbon,16.805412847641,1081.41786180629
60,54,18,Miscanthus,112N,Nitrogen,14.2620511974453,702.127141231731
61,54,18,Miscanthus,0N,Control,40.5089588030906,1682.05572052064
62,54,18,Miscanthus,0N,Carbon,47.9882700438797,1998.08093803578
63,54,18,Miscanthus,0N,Nitrogen,38.0291340921984,1524.9871813225
64,54,18,Miscanthus,336N,Control,10.5402198708662,672.115347416795
65,54,18,Miscanthus,336N,Carbon,13.4773627315992,865.683388003064
66,54,18,Miscanthus,336N,Nitrogen,9.34457747181464,588.599295434049
67,54,18,Miscanthus,0N,Control,39.5815546777756,2012.3109273285
68,54,18,Miscanthus,0N,Carbon,50.7294002896991,2133.640701052
69,54,18,Miscanthus,0N,Nitrogen,48.7378496296314,2107.74646040576
70,54,18,Miscanthus,112N,Control,35.3888153445672,1742.68647816797
71,54,18,Miscanthus,112N,Carbon,41.2733668455058,2096.17493583964
72,54,18,Miscanthus,112N,Nitrogen,37.310812901325,1758.84706878181
1,60,20,Corn,0N,Control,13.0395976328798,1671.98247658755
2,60,20,Corn,0N,Carbon,32.7447765156015,2298.43747567046
3,60,20,Corn,0N,Nitrogen,35.7470131295683,2036.57477485041
4,60,20,Corn,112N,Control,26.8977204339801,1516.38468067247
5,60,20,Corn,112N,Carbon,26.8200491581319,1765.80077959469
6,60,20,Corn,112N,Nitrogen,27.5164582515503,1262.66268915069
7,60,20,Corn,0N,Control,11.8578425157147,885.819264111927
8,60,20,Corn,0N,Carbon,11.2101278589689,1121.97148851935
9,60,20,Corn,0N,Nitrogen,9.47300159904485,755.95589573187
10,60,20,Corn,112N,Control,28.2008398779899,1572.99044146482
11,60,20,Corn,112N,Carbon,27.3113974674896,1784.36608697587
12,60,20,Corn,112N,Nitrogen,24.1534157520285,1544.01944477104
13,60,20,Corn,336N,Control,8.17430604373886,664.888595095739
14,60,20,Corn,336N,Carbon,10.4066209757295,831.803082932066
15,60,20,Corn,336N,Nitrogen,8.45148213725736,674.1864131072
16,60,20,Corn,336N,Control,9.94887237926797,696.251139016567
17,60,20,Corn,336N,Carbon,10.9714588558384,950.350574642078
18,60,20,Corn,336N,Nitrogen,8.89145855868876,596.996169819753
19,60,20,Corn,112N,Control,9.72655478690836,739.956189232958
20,60,20,Corn,112N,Carbon,16.623899974802,1051.24208369073
21,60,20,Corn,112N,Nitrogen,5.03192901688331,333.697901662753
22,60,20,Corn,336N,Control,23.7194705718286,1376.73936513296
23,60,20,Corn,336N,Carbon,29.823703001544,1852.36524441862
24,60,20,Corn,336N,Nitrogen,23.3147728150351,1533.15440977557
25,60,20,Corn,336N,Control,28.9021793856185,1644.69382989815
26,60,20,Corn,336N,Carbon,32.821861071852,1962.77901022441
27,60,20,Corn,336N,Nitrogen,29.8275895565688,1630.73380302954
28,60,20,Corn,0N,Control,18.6464710951433,1607.87715076439
29,60,20,Corn,0N,Carbon,20.8462217316167,1613.5828831582
30,60,20,Corn,0N,Nitrogen,20.0575115988332,1507.26278253032
31,60,20,Corn,112N,Control,13.0244635653284,978.42333365498
32,60,20,Corn,112N,Carbon,15.3484468046234,1131.24973194522
33,60,20,Corn,112N,Nitrogen,12.2931750041713,872.25439194707
34,60,20,Corn,0N,Control,17.0267298229374,1439.75584757323
35,60,20,Corn,0N,Carbon,18.9619332718863,1582.65275584646
36,60,20,Corn,0N,Nitrogen,15.3452458913766,1309.88953380517
37,60,20,Miscanthus,336N,Control,35.5928091108436,2209.52795502868
38,60,20,Miscanthus,336N,Carbon,32.4315107337448,1973.58276549102
39,60,20,Miscanthus,336N,Nitrogen,32.8484350166634,1909.72069389684
40,60,20,Miscanthus,112N,Control,29.4674740015498,1669.57871226458
41,60,20,Miscanthus,112N,Carbon,30.9005034872276,1836.16367174687
42,60,20,Miscanthus,112N,Nitrogen,27.5639901316852,1666.56398899299
43,60,20,Miscanthus,336N,Control,6.77330478685295,486.269419629447
44,60,20,Miscanthus,336N,Carbon,8.70371812569095,649.125424591644
45,60,20,Miscanthus,336N,Nitrogen,5.75571436088284,381.544012955313
46,60,20,Miscanthus,112N,Control,7.00691379562645,446.61265195192
47,60,20,Miscanthus,112N,Carbon,9.20541498599946,803.079531982917
48,60,20,Miscanthus,112N,Nitrogen,6.24559961085602,436.614044878284
49,60,20,Miscanthus,0N,Control,19.796468017848,1623.39044523329
50,60,20,Miscanthus,0N,Carbon,22.0095704495774,1904.59181537159
51,60,20,Miscanthus,0N,Nitrogen,21.0369549687191,1611.84008464757
52,60,20,Miscanthus,0N,Control,12.1214018481661,954.357263356457
53,60,20,Miscanthus,0N,Carbon,11.9834513378027,998.731432489545
54,60,20,Miscanthus,0N,Nitrogen,10.6396631997128,816.483588862633
55,60,20,Miscanthus,336N,Control,30.5869696353837,1912.19186885233
56,60,20,Miscanthus,336N,Carbon,32.0338622491387,2113.74548130829
57,60,20,Miscanthus,336N,Nitrogen,28.4174713064879,1692.29609223057
58,60,20,Miscanthus,112N,Control,14.5041090797501,1011.07811515694
59,60,20,Miscanthus,112N,Carbon,14.818731952869,1170.3302535235
60,60,20,Miscanthus,112N,Nitrogen,13.4718499390823,782.958240866225
61,60,20,Miscanthus,0N,Control,34.5877618199741,1889.58229144048
62,60,20,Miscanthus,0N,Carbon,33.7499580358535,2200.5806862509
63,60,20,Miscanthus,0N,Nitrogen,32.2404220459004,1718.42971359791
64,60,20,Miscanthus,336N,Control,9.31790046876877,728.022750229408
65,60,20,Miscanthus,336N,Carbon,12.6861083440038,941.800038067087
66,60,20,Miscanthus,336N,Nitrogen,9.62328783096401,646.339022419833
67,60,20,Miscanthus,0N,Control,34.8800097588862,2221.59098588182
68,60,20,Miscanthus,0N,Carbon,41.2733948644474,2381.28107023869
69,60,20,Miscanthus,0N,Nitrogen,36.005784679002,2323.78116847977
70,60,20,Miscanthus,112N,Control,32.3936683271417,1937.04848813082
71,60,20,Miscanthus,112N,Carbon,32.8925231173843,2293.53007454395
72,60,20,Miscanthus,112N,Nitrogen,27.9537191198163,1926.56938350071
1,67,22,Corn,0N,Control,17.24128747748,1792.67148892991
2,67,22,Corn,0N,Carbon,24.0490596306464,2466.78089308499
3,67,22,Corn,0N,Nitrogen,28.0826125681368,2233.15306282737
4,67,22,Corn,112N,Control,20.6050382050178,1660.6199481076
5,67,22,Corn,112N,Carbon,23.1615049050602,1927.93131393011
6,67,22,Corn,112N,Nitrogen,14.0859503480208,1361.26434158684
7,67,22,Corn,0N,Control,9.75290837019088,954.089622703263
8,67,22,Corn,0N,Carbon,8.32977209514826,1180.27989318539
9,67,22,Corn,0N,Nitrogen,7.65932472525272,809.571168808639
10,67,22,Corn,112N,Control,21.3827440240827,1722.6696496334
11,67,22,Corn,112N,Carbon,22.2002351910766,1939.76773331341
12,67,22,Corn,112N,Nitrogen,18.9100790311713,1676.38999798923
13,67,22,Corn,336N,Control,8.15955551066584,722.005483670399
14,67,22,Corn,336N,Carbon,9.63837456723995,899.271704902745
15,67,22,Corn,336N,Nitrogen,7.01071376705695,723.261409476599
16,67,22,Corn,336N,Control,8.26145557396483,754.081328034321
17,67,22,Corn,336N,Carbon,9.12570080770898,1014.23048029604
18,67,22,Corn,336N,Nitrogen,8.53057980151618,656.710228430366
19,67,22,Corn,112N,Control,9.26107020225471,804.783680648741
20,67,22,Corn,112N,Carbon,12.1830321019389,1136.5233084043
21,67,22,Corn,112N,Nitrogen,7.64673556102959,387.22505058996
22,67,22,Corn,336N,Control,21.0827105949889,1524.31833929788
23,67,22,Corn,336N,Carbon,24.2221883837416,2021.92056310481
24,67,22,Corn,336N,Nitrogen,19.301050735152,1668.26176492163
25,67,22,Corn,336N,Control,23.0801851061401,1806.25512564114
26,67,22,Corn,336N,Carbon,22.9553978775051,2123.46679536695
27,67,22,Corn,336N,Nitrogen,24.6326520139242,1803.162367127
28,67,22,Corn,0N,Control,14.5934165961627,1710.03106693753
29,67,22,Corn,0N,Carbon,16.6867995701264,1730.39048014909
30,67,22,Corn,0N,Nitrogen,14.3416059631785,1607.65402427257
31,67,22,Corn,112N,Control,11.1765912144453,1056.6594721561
32,67,22,Corn,112N,Carbon,13.1470001109976,1223.27873272221
33,67,22,Corn,112N,Nitrogen,10.1544877676203,943.335806320412
34,67,22,Corn,0N,Control,13.1118672178092,1531.53891809789
35,67,22,Corn,0N,Carbon,15.1302219146359,1688.56430924891
36,67,22,Corn,0N,Nitrogen,12.3143385377605,1396.0899035695
37,67,22,Miscanthus,336N,Control,31.8298124325331,2432.33664205641
38,67,22,Miscanthus,336N,Carbon,12.7577839165057,2062.88725290656
39,67,22,Miscanthus,336N,Nitrogen,27.4631632403095,2101.96283657901
40,67,22,Miscanthus,112N,Control,23.4366671733723,1833.63538247818
41,67,22,Miscanthus,112N,Carbon,28.2331161433548,2033.79548475035
42,67,22,Miscanthus,112N,Nitrogen,24.2931525253202,1836.61605667023
43,67,22,Miscanthus,336N,Control,6.86669506499277,534.336285084397
44,67,22,Miscanthus,336N,Carbon,7.70571537455799,703.06543221355
45,67,22,Miscanthus,336N,Nitrogen,4.51309588203258,413.135684129541
46,67,22,Miscanthus,112N,Control,7.62076583528582,499.958012798921
47,67,22,Miscanthus,112N,Carbon,8.82928950679117,864.884558530456
48,67,22,Miscanthus,112N,Nitrogen,6.62630851471655,482.9982044813
49,67,22,Miscanthus,0N,Control,16.0753770140478,1735.91808433163
50,67,22,Miscanthus,0N,Carbon,18.6494367981968,2035.13787295896
51,67,22,Miscanthus,0N,Nitrogen,17.9025830914126,1737.15816628746
52,67,22,Miscanthus,0N,Control,10.6723555489837,1029.06375219934
53,67,22,Miscanthus,0N,Carbon,10.6543897238618,1073.31216055658
54,67,22,Miscanthus,0N,Nitrogen,10.3200717546434,888.724091145137
55,67,22,Miscanthus,336N,Control,24.9639267571667,2086.9393561525
56,67,22,Miscanthus,336N,Carbon,27.7987819879145,2308.33695522369
57,67,22,Miscanthus,336N,Nitrogen,22.9868877474387,1853.20430646264
58,67,22,Miscanthus,112N,Control,12.9543067345636,1101.75826229889
59,67,22,Miscanthus,112N,Carbon,12.7617996616521,1259.66285115507
60,67,22,Miscanthus,112N,Nitrogen,12.0381696145166,867.225428167842
61,67,22,Miscanthus,0N,Control,24.9372849146968,2064.14328584336
62,67,22,Miscanthus,0N,Carbon,26.1047277181021,2383.31378027761
63,67,22,Miscanthus,0N,Nitrogen,25.6426165330248,1897.92802932908
64,67,22,Miscanthus,336N,Control,7.81649629166579,782.738224271069
65,67,22,Miscanthus,336N,Carbon,10.9687860337932,1018.58154030364
66,67,22,Miscanthus,336N,Nitrogen,9.38148984358081,712.009451324898
67,67,22,Miscanthus,0N,Control,28.4482300072941,2420.72859593287
68,67,22,Miscanthus,0N,Carbon,34.2178584926301,2620.8060796871
69,67,22,Miscanthus,0N,Nitrogen,30.9781606951823,2540.62829334605
70,67,22,Miscanthus,112N,Control,27.2151574700216,2127.55459042097
71,67,22,Miscanthus,112N,Carbon,25.7528506883679,2473.80002936252
72,67,22,Miscanthus,112N,Nitrogen,23.3575769231038,2090.07242196244
1,76,24,Corn,0N,Control,23.9123209173031,2007.88237718564
2,76,24,Corn,0N,Carbon,27.7645992553462,2716.6622863831
3,76,24,Corn,0N,Nitrogen,28.3822521347859,2488.59333204044
4,76,24,Corn,112N,Control,20.9371828161026,1849.05459345252
5,76,24,Corn,112N,Carbon,22.073274589986,2126.59078523999
6,76,24,Corn,112N,Nitrogen,15.0046527769913,1496.30621657976
7,76,24,Corn,0N,Control,10.5632597873278,1049.15896078921
8,76,24,Corn,0N,Carbon,8.29789330137971,1254.96093289781
9,76,24,Corn,0N,Nitrogen,7.62948491067282,878.236533004694
10,76,24,Corn,112N,Control,24.6572723118499,1944.58510044005
11,76,24,Corn,112N,Carbon,24.6052435883924,2161.21492560894
12,76,24,Corn,112N,Nitrogen,19.874555090684,1855.26099380539
13,76,24,Corn,336N,Control,8.61277214868552,799.520433008569
14,76,24,Corn,336N,Carbon,10.5259679253944,994.005416231295
15,76,24,Corn,336N,Nitrogen,7.05193586843128,786.72883229248
16,76,24,Corn,336N,Control,8.13234742267277,827.272454838376
17,76,24,Corn,336N,Carbon,9.01168703165141,1095.3356635809
18,76,24,Corn,336N,Nitrogen,8.2574220367939,731.027026761511
19,76,24,Corn,112N,Control,10.419926112928,898.563015665093
20,76,24,Corn,112N,Carbon,10.7741606645382,1233.49075438515
21,76,24,Corn,112N,Nitrogen,8.31120686629274,462.025912386595
22,76,24,Corn,336N,Control,19.461816350436,1699.4746864518
23,76,24,Corn,336N,Carbon,25.4868616224256,2251.30231770664
24,76,24,Corn,336N,Nitrogen,20.1089029046499,1849.24189106348
25,76,24,Corn,336N,Control,26.5169600262577,2044.90776587745
26,76,24,Corn,336N,Carbon,26.1248178696789,2358.59015619406
27,76,24,Corn,336N,Nitrogen,24.602960698256,2024.58901341131
28,76,24,Corn,0N,Control,15.1798943555625,1846.65011613759
29,76,24,Corn,0N,Carbon,15.206894736893,1867.25253278112
30,76,24,Corn,0N,Nitrogen,15.4886777043759,1747.05212361195
31,76,24,Corn,112N,Control,10.2296850060603,1148.72663721064
32,76,24,Corn,112N,Carbon,11.9548011545518,1330.87194311317
33,76,24,Corn,112N,Nitrogen,9.30985252749407,1027.12447906786
34,76,24,Corn,0N,Control,12.7945244713129,1646.68963833971
35,76,24,Corn,0N,Carbon,14.0200511920319,1814.7447699772
36,76,24,Corn,0N,Nitrogen,12.0909760538322,1504.90868805399
37,76,24,Miscanthus,336N,Control,30.3684700206201,2705.65287224199
38,76,24,Miscanthus,336N,Carbon,14.8444803828809,2196.48757635248
39,76,24,Miscanthus,336N,Nitrogen,28.0321241620934,2354.25195403785
40,76,24,Miscanthus,112N,Control,24.96757957996,2058.34359869782
41,76,24,Miscanthus,112N,Carbon,27.1581356621919,2278.21870571008
42,76,24,Miscanthus,112N,Nitrogen,23.775726696751,2050.59759694099
43,76,24,Miscanthus,336N,Control,7.36709234578861,600.640116196494
44,76,24,Miscanthus,336N,Carbon,7.63469195633523,771.777659820567
45,76,24,Miscanthus,336N,Nitrogen,5.24806418300497,460.368261776586
46,76,24,Miscanthus,112N,Control,7.64125657111344,568.729321938942
47,76,24,Miscanthus,112N,Carbon,8.28545180507726,939.453624776151
48,76,24,Miscanthus,112N,Nitrogen,6.70073776641693,543.304844379052
49,76,24,Miscanthus,0N,Control,17.0855905125966,1889.688398945
50,76,24,Miscanthus,0N,Carbon,18.6427523493453,2202.92264410307
51,76,24,Miscanthus,0N,Nitrogen,17.3929161736533,1893.69441185034
52,76,24,Miscanthus,0N,Control,8.99463843192921,1110.01549808671
53,76,24,Miscanthus,0N,Carbon,8.80624007064254,1152.56832119236
54,76,24,Miscanthus,0N,Nitrogen,10.6565601928777,984.633132881036
55,76,24,Miscanthus,336N,Control,25.7165179507181,2318.38801770896
56,76,24,Miscanthus,336N,Carbon,29.0106636321341,2569.43292791289
57,76,24,Miscanthus,336N,Nitrogen,24.4107206733096,2072.90079252243
58,76,24,Miscanthus,112N,Control,12.0250719320141,1209.98390968702
59,76,24,Miscanthus,112N,Carbon,11.9566105681737,1367.27234626863
60,76,24,Miscanthus,112N,Nitrogen,11.89935965904,974.319665099202
61,76,24,Miscanthus,0N,Control,29.3138434891139,2327.96787724539
62,76,24,Miscanthus,0N,Carbon,28.2100490412782,2637.20422164912
63,76,24,Miscanthus,0N,Nitrogen,26.3330203243087,2134.92521224786
64,76,24,Miscanthus,336N,Control,8.32795091117016,857.6897824716
65,76,24,Miscanthus,336N,Carbon,11.5882545569651,1122.87583131633
66,76,24,Miscanthus,336N,Nitrogen,9.59328694529518,798.349033832555
67,76,24,Miscanthus,0N,Control,30.4089968254455,2694.40956736188
68,76,24,Miscanthus,0N,Carbon,36.2846316718687,2947.36776473391
69,76,24,Miscanthus,0N,Nitrogen,30.9662981821072,2819.32497698501
70,76,24,Miscanthus,112N,Control,26.5996689928762,2366.95161135686
71,76,24,Miscanthus,112N,Carbon,26.8255663200561,2715.23012624303
72,76,24,Miscanthus,112N,Nitrogen,23.4968918558133,2301.54444866476
1,87,28,Corn,0N,Control,13.0280574270691,2151.1910088834
