Sample.Name,F1R2_log,F1R2_ave,log_012,ave_012,log_025,ave_025,log_039,ave_039,log_sum,sum_012025039,BM005,BM009,BM012,BM16S,BM016,BM025,BM039,ave_sum,norB.001,norB.006,cnorB,norb_sum,log_norB.001,log_norB.006,log_cnorB,log_norb_sum,sample,timepoint,initial_name,Day,k_cl_weight,k_cl_volume_l,moisture_percent,dry_soil,nh4n_mgl_1,no3n_mgl_1,nh4n_mg_kg_1,no3n_mg_kg_1,nh4n_mgl_2,no3n_mgl_2,nh4n_mg_kg_2,no3n_mg_kg_2,Crop,Treatment,Addition,net_n_min,delta,net_min_rate_rel,net_min_rate_abs,net_nitr_rate_rel,net_nitr_rate_abs,cum_no3,cum_nh4,N2ON_flux_ug_g_d,cum_N2O_flux_ug_g
20d,7.238480554,17300000,8.972264111,9.38e+08,8.03332089,1.08e+08,8.838099852,6.89e+08,9.239278807,1.73e+09,9031418.404,14480873.01,29056448.4,8466050347,12787051.73,0,45580838.04,1.735e+09,1.47e+09,6.18e+09,1.16e+09,7.65e+09,21.1085282377371,22.544584108416,20.8716858420647,22.7579714847849,20,d,20d,30,39.126,0.0362277777777778,40.52771432,3.8888927606152,0.083778621,0.47961264413259,0.780456919474562,4.46792991234328,0.083778621,0.433985244,0.780456919474562,4.04287851228366,Corn,112N,Carbon,5.24838683181784,15,0.165251400347694,-0.201443960409473,0.0873349144117912,-0.0467552746693328,15.9538034292513,7.15677974530093,0.002687062,0.024223816
21d,7.240369058,17400000,8.932383771,8.56e+08,7.992323539,98200000,8.833808009,6.82e+08,9.213811893,1.64e+09,8981331.172,16329195.22,27059302.07,7022250923,14085782.98,25675064.2,50375624.23,1636200000,1.4e+09,5.56e+09,1.13e+09,6.96e+09,21.0597380735676,22.4388639452089,20.8454834696707,22.6634453112927,21,d,21d,30,39.136,0.036237037037037,40.52771432,4.2379950775568,-0.025133586,8.58183465722281,-0.214905083674758,73.3790989910236,-0.025133586,8.527586349,-0.214905083674758,72.9152480619187,Corn,112N,Nitrogen,73.1641939073488,15,3.65419470981692,2.32070277994519,3.64515895744473,3.07088333829374,150.993572603242,14.4204934550616,0.288016237,2.436730576
22d,7.366060605,23200000,8.898655629,7.92e+08,7.931609422,85400000,8.804175675,6.37e+08,9.180228022,1.51e+09,5934635.109,0,28758574.31,6415862574,11642283.52,21775378.27,43725692.25,1514400000,1.34e+09,5.51e+09,1.18e+09,6.85e+09,21.0159354509092,22.4298304601112,20.888780275424,22.6475144892205,22,d,22d,30,39.231,0.036325,44.89761115,3.600390087459,0.092156483,3.0588898451224,0.929783763330373,30.8617041278688,0.092156483,3.225807848,0.929783763330373,32.5457706615615,Corn,336N,Control,31.7914878911991,15,1.51877682756195,1.33721842742768,1.50018233084784,1.61245278559255,54.7984830808046,11.6899468684877,0.004216842,0.008568453
23d,7.36574906,23200000,8.953708584,8.99e+08,7.902630858,79900000,8.84932248,7.07e+08,9.226767894,1.69e+09,0,9227496.848,25274224.28,6681389729,13987580.47,17059113.87,65581403.75,1685900000,1.49e+09,6.28e+09,1.22e+09,7.77e+09,21.1220419569038,22.5606358174265,20.9221166956916,22.773536001326,23,d,23d,30,39.493,0.0365675925925926,44.89761115,3.858269267277,0.125667931,1.32637315571554,1.19104535853332,12.5709922828139,0.125667931,1.440652048,1.19104535853332,13.6540955307996,Corn,336N,Carbon,13.7620376413472,15,0.604690963558555,0.196681317055787,0.591889458931884,0.420442434066184,25.618238554726,14.3557319727151,0.0041522,0.01123615
24d,7.325880448,21200000,8.785701916,6.11e+08,7.852622931,71200000,8.715689274,5.2e+08,9.079676915,1.2e+09,6442787.371,10216984.08,22458438.32,4696578314,23362776.56,8732677.957,29148156.13,1202200000,1.14e+09,5.07e+09,9.38e+08,6.21e+09,20.8542940993528,22.3466066545495,20.6592605069705,22.5494267328918,24,d,24d,30,39.437,0.0365157407407407,44.89761115,3.9095144889075,0.318358759,7.77849623075438,2.97354209561621,72.6528965478854,0.318358759,7.80278625,2.97354209561621,72.8797707666349,Corn,336N,Nitrogen,75.6264386435017,15,3.10245035580311,2.67596233676414,2.93910378592574,2.88268114137912,167.717003647324,14.421509677757,0.004004637,0.141603018
25d,7.460249089,28900000,8.889703543,7.76e+08,7.973404156,94100000,8.765601978,5.83e+08,9.162172311,1.45e+09,8380607.371,0,39147972.24,5442677519,13198724.06,14377543.38,25642121.3,1453100000,1.37e+09,5.94e+09,1.1e+09,7.31e+09,21.0380765767864,22.504974970321,20.8185760167507,22.7125091107081,25,d,25d,30,39.527,0.0365990740740741,46.16341882,3.71472410142,1.095969539,2.41556875353912,10.7979675598133,23.799231740522,1.095969539,2.500250942,10.7979675598133,24.6335574141433,Corn,336N,Control,34.5971993003353,15,1.83257987407842,1.24250128866147,1.16174377016707,1.0094597712397,45.9572773083953,23.6814175152288,0.004103189,0.001167543
26d,7.478300094,30100000,8.908878535,8.11e+08,8.016987724,1.04e+08,8.744070941,5.55e+08,9.167151761,1.47e+09,12962389.68,11178427.96,36050610.16,5730367462,22068643.42,19594826.81,43036079.06,1.47e+09,1.25e+09,6.26e+09,1.11e+09,7.51e+09,20.9464093882606,22.5574460220584,20.8276258522707,22.7395013027225,26,d,26d,30,39.853,0.0369009259259259,46.16341882,3.2969522314632,0,0.988818955152596,0,11.0672925952718,0,0.963211428,0,10.7806819936421,Corn,336N,Carbon,11.0672925952718,15,0.502932095802803,-0.0731963316198826,0.603158910282059,0.352815812613475,21.1066335168475,14.8907592903758,0.003943962,0.002442863
27d,7.412073587,25800000,8.858869098,7.23e+08,7.949764014,89100000,8.71050622,5.13e+08,9.122244785,1.33e+09,10183065,9549111.776,45323833.14,5572138228,11227331.65,20666640.39,47523516.67,1325100000,1.17e+09,5.52e+09,9.55e+08,6.69e+09,20.8802695857561,22.4316436972354,20.677221898445,22.6238797110865,27,d,27d,30,39.747,0.0368027777777778,46.16341882,3.5257577014782,-0.056203566,5.23864051173954,-0.586667469789389,54.6822949660956,-0.056203566,5.441119878,-0.586667469789389,56.7958273616839,Corn,336N,Nitrogen,54.0956274963062,15,1.65447669001639,1.97392763361499,1.72258798406453,2.2782915649251,143.146218352376,8.62764336653017,0.002379895,0.092059628
28d,6.850636157,7090000,8.799789881,6.31e+08,7.173925286,14900000,8.647824069,4.44e+08,9.037437937,1.09e+09,6605924.143,0,30952432.06,4662134154,0,0,25741136.2,1089900000,1.07e+09,4.18e+09,8.19e+08,5.25e+09,20.7909244854202,22.1535770834831,20.5235946418173,22.3814939135499,28,d,28d,30,39.92,0.036962962962963,45.38233189,3.9701582949159,-0.037469044,1.84783283249758,-0.348844248201183,17.2036910056761,-0.037469044,1.895682067,-0.348844248201183,17.6491768909578,Corn,0N,Control,16.8548467574749,15,0.864587522303079,0.275101629352579,0.929997527800363,0.814722417089476,29.361015866096,11.413436083588,0.002462998,-0.003182536
29d,6.923544381,8390000,8.957163771,9.06e+08,7.233834324,17100000,8.833683176,6.82e+08,9.205488119,1.61e+09,0,0,29299646.69,5233591282,0,0,46279894.05,1605100000,1.57e+09,5.49e+09,1.17e+09,7.06e+09,21.1743414563066,22.4261940924678,20.8802695857561,22.6777108884516,29,d,29d,30,39.936,0.0369777777777778,45.38233189,3.9111712133571,0.018734522,1.16650518127193,0.177123667949649,11.0286067821295,0.018734522,1.1579031,0.177123667949649,10.9472792635045,Corn,0N,Carbon,11.2057304500792,15,0.542210169023358,-0.131394834910754,0.606594735546974,0.268461190786591,21.489943594587,10.5848770846587,-0.000173732,-0.022036955
30d,6.803483382,6360000,8.859728533,7.24e+08,7.033009947,10800000,8.704207863,5.06e+08,9.093715718,1.24e+09,0,0,47447764.6,4007405676,0,0,13387128.69,1240800000,1.29e+09,4.52e+09,9.78e+08,5.81e+09,20.97790805532,22.2317778307906,20.7010202279991,22.4828464078102,30,d,30d,30,39.906,0.03695,45.38233189,4.0001980123764,0.09367261,6.5793168972149,0.86525790193166,60.773431365131,0.09367261,6.686121884,0.86525790193166,61.7599935926756,Corn,0N,Nitrogen,61.6386892670626,15,2.07656191273326,2.53752026226904,2.04535412774758,2.96364596791211,143.851034987595,11.6811411435039,-0.000592407,0.107915107
31d,7.070562609,11800000,8.865982857,7.34e+08,7.854195011,71500000,8.731163938,5.38e+08,9.128541297,1.34e+09,11026413.11,0,35750038.17,5095517432,6530244.573,0,39063556.64,1343500000,1.13e+09,4.3e+09,1.01e+09,5.43e+09,20.8454834696707,22.1818808596459,20.7332161677996,22.4152049708923,31,d,31d,30,40.141,0.0371675925925926,37.55170771,3.6913185572619,0.018734522,7.05747927106814,0.188636410082545,71.0611967535798,0.018734522,7.444394711,0.188636410082545,74.957017505999,Corn,112N,Control,71.2498331636623,15,1.82003396895448,1.75721091619219,1.81252520846861,2.06266768205133,190.915487539349,8.00200368118464,0.010845359,0.047041255
32d,7.008014636,10200000,8.897599542,7.9e+08,7.80349927,63600000,8.809098166,6.44e+08,9.175474398,1.5e+09,0,0,36945969.4,5713198398,0,0,49097565.03,1497600000,1.26e+09,4.77e+09,1.12e+09,6.03e+09,20.9543775579098,22.2856121418467,20.8365945222534,22.5200128476855,32,d,32d,30,40.049,0.0370824074074074,37.55170771,3.8624268781365,-0.065570827,5.48847692613068,-0.629532725815062,52.6937968905001,-0.065570827,5.533342249,-0.629532725815062,53.1245401080669,Corn,112N,Carbon,52.064264164685,15,1.5562509151733,-0.133234629419708,1.62783399379978,0.169184851719564,155.648343183313,5.83624323240365,0.009810885,1.565464473
33d,7.065948188,11600000,8.907706398,8.09e+08,7.833504925,68200000,8.788473351,6.14e+08,9.173517418,1.49e+09,0,0,34604322.73,4233636581,0,0,38821949.36,1491200000,1.36e+09,4.31e+09,1.05e+09,5.67e+09,21.0307505366944,22.1842037410621,20.7720560011158,22.4584549546861,33,d,33d,30,40.13,0.0371574074074074,37.55170771,3.9479810385738,-0.074938088,10.780234381944,-0.705298490276955,101.460862391056,-0.074938088,10.13421386,-0.705298490276955,95.3806792562121,Corn,112N,Nitrogen,100.755563900779,15,2.92614232104972,2.2472618514175,2.98931803966794,2.58147323968908,303.242485165825,6.39217663002944,-0.000622878,-0.002444788
34d,6.944733957,8810000,8.91279875,8.18e+08,7.337974064,21800000,8.804745354,6.38e+08,9.16960119,1.48e+09,0,0,27536007.89,5001541516,0,0,49916423.71,1477800000,1.51e+09,5.12e+09,1.12e+09,6.63e+09,21.1353754877732,22.3564202759978,20.8365945222534,22.6148706411442,34,d,34d,30,40.178,0.0372018518518518,44.93038326,3.5563958490692,0,2.59046659394539,0,27.0977018715029,0,2.602720243,0,27.2258817637648,Corn,0N,Control,27.0977018715029,15,1.19317777082313,0.973141497175433,1.28832737945569,1.28810298053876,48.0264349557329,13.3601151474533,-0.002127646,-0.030956721
35d,7.086659874,12200000,9.004794956,1.01e+09,7.475911788,29900000,8.86396249,7.31e+08,9.248486872,1.77e+09,0,7378705.525,30450757.57,5592144733,0,0,13581485.92,1770900000,1.72e+09,6.23e+09,1.36e+09,7.95e+09,21.2655901277718,22.5526421697458,21.0307505366944,22.7964377656127,35,d,35d,30,40.274,0.0372907407407407,44.93038326,3.9066386115356,-0.018734522,2.12582847886196,-0.178830005094608,20.2920532322707,-0.018734522,2.141608389,-0.178830005094608,20.4426800489239,Corn,0N,Carbon,20.1132232271761,15,0.918331803909581,0.754432295482322,1.19883731666449,1.10342550980366,29.3837471387055,12.9528537089637,-0.002201334,-0.033579425
