X,Day,event,Crop,Treatment,rep,Addition,N2ON_flux_ug_g_d,cum_N2O_flux_ug_g
415,86,7,Miscanthus,336N,6,Control,0.001061584,0.273443322
416,86,7,Miscanthus,336N,6,Carbon,0.001168492,0.038993503
417,86,7,Miscanthus,336N,6,Nitrogen,-0.006014609,0.305315315
418,86,7,Miscanthus,112N,3,Control,0.001084498,0.010998104
419,86,7,Miscanthus,112N,3,Carbon,0.001044883,0.023585398
420,86,7,Miscanthus,112N,3,Nitrogen,0.000572866,-0.014286577
421,86,7,Miscanthus,0N,6,Control,0.000799296,-0.027435996
422,86,7,Miscanthus,0N,6,Carbon,0.001172764,0.011673536
423,86,7,Miscanthus,0N,6,Nitrogen,0.001034947,0.040336163
424,86,7,Miscanthus,336N,3,Control,0.307889717,15.01118372
425,86,7,Miscanthus,336N,3,Carbon,0.102948356,9.239618395
426,86,7,Miscanthus,336N,3,Nitrogen,0.161389858,5.685892786
427,86,7,Miscanthus,0N,1,Control,0.001084921,0.08564964
428,86,7,Miscanthus,0N,1,Carbon,0.001175538,0.021523245
429,86,7,Miscanthus,0N,1,Nitrogen,-0.006536097,-0.077331969
430,86,7,Miscanthus,112N,1,Control,-0.006186034,-0.055144668
431,86,7,Miscanthus,112N,1,Carbon,0.001520367,0.077647431
432,86,7,Miscanthus,112N,1,Nitrogen,0.001384726,0.076817491
433,113,8,Corn,0N,6,Control,0.001128961,-0.854743136
434,113,8,Corn,0N,6,Carbon,0.00120581,-7.004931036
435,113,8,Corn,0N,6,Nitrogen,0.080285271,1.409260775
436,113,8,Corn,112N,6,Control,0.000760397,0.122618776
437,113,8,Corn,112N,6,Carbon,0.00079059,0.073525896
438,113,8,Corn,112N,6,Nitrogen,0.000610436,0.090542547
439,113,8,Corn,0N,2,Control,0.000611975,0.12154422
440,113,8,Corn,0N,2,Carbon,0.011912783,0.907802179
441,113,8,Corn,0N,2,Nitrogen,0.051822765,6.313473634
442,113,8,Corn,112N,1,Control,0.001303111,0.202343532
443,113,8,Corn,112N,1,Carbon,0.001007842,0.201121188
444,113,8,Corn,112N,1,Nitrogen,0.001216698,0.239984034
445,113,8,Corn,336N,5,Control,0.395473208,25.31364349
446,113,8,Corn,336N,5,Carbon,0.084763129,4.164670457
447,113,8,Corn,336N,5,Nitrogen,0.177830177,6.022919711
448,113,8,Corn,336N,2,Control,0.047355088,1.841339209
449,113,8,Corn,336N,2,Carbon,0.00162033,0.62956288
450,113,8,Corn,336N,2,Nitrogen,0.001435928,0.098051523
451,113,8,Corn,112N,2,Control,0.016112275,3.329917245
452,113,8,Corn,112N,2,Carbon,0.007481557,0.492736712
453,113,8,Corn,112N,2,Nitrogen,0.001338996,6.43871417
454,113,8,Corn,336N,1,Control,0.001250052,0.170588705
455,113,8,Corn,336N,1,Carbon,0.001197071,0.138790672
456,113,8,Corn,336N,1,Nitrogen,0.001067444,0.259965981
457,113,8,Corn,336N,6,Control,0.001057862,0.118693755
458,113,8,Corn,336N,6,Carbon,0.00104407,0.134355514
459,113,8,Corn,336N,6,Nitrogen,0.001066722,0.274556043
460,113,8,Corn,0N,1,Control,0.000940669,0.190600573
461,113,8,Corn,0N,1,Carbon,0.000435695,0.109771733
462,113,8,Corn,0N,1,Nitrogen,0.001296627,0.44823635
463,113,8,Corn,112N,5,Control,0.176195237,7.864124769
464,113,8,Corn,112N,5,Carbon,0.122331382,6.497947024
465,113,8,Corn,112N,5,Nitrogen,0.082282306,2.168214091
466,113,8,Corn,0N,5,Control,0.000537893,0.371437626
467,113,8,Corn,0N,5,Carbon,0.00078413,0.062811106
468,113,8,Corn,0N,5,Nitrogen,0.000518789,0.078331798
469,113,8,Miscanthus,336N,1,Control,0.000935144,0.091346262
470,113,8,Miscanthus,336N,1,Carbon,0.000842696,0.107189215
471,113,8,Miscanthus,336N,1,Nitrogen,0.001665428,0.046860711
472,113,8,Miscanthus,112N,6,Control,0.000861902,-0.009103657
473,113,8,Miscanthus,112N,6,Carbon,0.000890715,0.037060222
474,113,8,Miscanthus,112N,6,Nitrogen,0.00092063,-0.02944736
475,113,8,Miscanthus,336N,5,Control,0.647523501,44.43998816
476,113,8,Miscanthus,336N,5,Carbon,0.411455876,56.53792497
477,113,8,Miscanthus,336N,5,Nitrogen,0.488749469,58.31509694
478,113,8,Miscanthus,112N,5,Control,0.004378229,25.57028153
479,113,8,Miscanthus,112N,5,Carbon,0.001328625,1.130412751
480,113,8,Miscanthus,112N,5,Nitrogen,0.0100472,48.6865545
481,113,8,Miscanthus,0N,3,Control,0.074135893,5.065573964
482,113,8,Miscanthus,0N,3,Carbon,0.060569168,3.122898914
483,113,8,Miscanthus,0N,3,Nitrogen,0.002687751,0.590802607
484,113,8,Miscanthus,0N,5,Control,0.014152579,0.861776955
485,113,8,Miscanthus,0N,5,Carbon,0.01073477,0.555710651
486,113,8,Miscanthus,0N,5,Nitrogen,0.004493274,12.20504051
487,113,8,Miscanthus,336N,6,Control,0.000789139,0.298428078
488,113,8,Miscanthus,336N,6,Carbon,0.000852312,0.066274364
489,113,8,Miscanthus,336N,6,Nitrogen,0.001762815,0.247916104
490,113,8,Miscanthus,112N,3,Control,0.000862692,0.037285169
491,113,8,Miscanthus,112N,3,Carbon,0.000845786,0.049109427
492,113,8,Miscanthus,112N,3,Nitrogen,0.000837895,0.004758698
493,113,8,Miscanthus,0N,6,Control,0.000647864,-0.007899337
494,113,8,Miscanthus,0N,6,Carbon,0.000884785,0.03945045
495,113,8,Miscanthus,0N,6,Nitrogen,0.000863124,0.065960117
496,113,8,Miscanthus,336N,3,Control,0.329761059,23.6194692
497,113,8,Miscanthus,336N,3,Carbon,0.092521257,11.87845816
498,113,8,Miscanthus,336N,3,Nitrogen,0.168985544,10.14596071
499,113,8,Miscanthus,0N,1,Control,0.000627463,0.108766824
500,113,8,Miscanthus,0N,1,Carbon,0.001074321,0.051896337
501,113,8,Miscanthus,0N,1,Nitrogen,0.00074744,-0.155478845
502,113,8,Miscanthus,112N,1,Control,0.001214224,-0.122264102
503,113,8,Miscanthus,112N,1,Carbon,0.001694958,0.121054311
504,113,8,Miscanthus,112N,1,Nitrogen,0.001844344,0.120409937
505,144,9,Corn,0N,6,Control,-0.000244584,-0.84059311
506,144,9,Corn,0N,6,Carbon,-0.000268185,-6.989929033
507,144,9,Corn,0N,6,Nitrogen,0.000635547,2.703993865
508,144,9,Corn,112N,6,Control,-0.000173695,0.132006001
509,144,9,Corn,112N,6,Carbon,-0.000165271,0.083530993
510,144,9,Corn,112N,6,Nitrogen,-0.000242217,0.096434049
511,144,9,Corn,0N,2,Control,-0.000216288,0.127875203
512,144,9,Corn,0N,2,Carbon,0.008826982,1.239638433
513,144,9,Corn,0N,2,Nitrogen,0.027619839,7.584555302
514,144,9,Corn,112N,1,Control,-0.000198442,0.220018246
515,144,9,Corn,112N,1,Carbon,-0.000272964,0.212879233
516,144,9,Corn,112N,1,Nitrogen,-0.000297449,0.254692022
517,144,9,Corn,336N,5,Control,0.262413149,35.8398252
518,144,9,Corn,336N,5,Carbon,0.032560685,6.041851474
519,144,9,Corn,336N,5,Nitrogen,0.118276024,10.76061894
520,144,9,Corn,336N,2,Control,0.022773445,2.963395743
521,144,9,Corn,336N,2,Carbon,2.65e-05,0.655911605
522,144,9,Corn,336N,2,Nitrogen,-8.78e-05,0.119622148
523,144,9,Corn,112N,2,Control,0.023308699,3.960652838
524,144,9,Corn,112N,2,Carbon,0.001817636,0.641523792
525,144,9,Corn,112N,2,Nitrogen,-0.000319682,6.455023195
526,144,9,Corn,336N,1,Control,-0.000221486,0.18704576
527,144,9,Corn,336N,1,Carbon,-0.000160851,0.155370192
528,144,9,Corn,336N,1,Nitrogen,-0.000231378,0.273343026
529,144,9,Corn,336N,6,Control,-0.000293484,0.13092381
530,144,9,Corn,336N,6,Carbon,-0.000292805,0.146375757
531,144,9,Corn,336N,6,Nitrogen,-0.000290324,0.286978408
532,144,9,Corn,0N,1,Control,-0.000283224,0.201119697
533,144,9,Corn,0N,1,Carbon,-0.000245879,0.112808803
534,144,9,Corn,0N,1,Nitrogen,-0.000201762,0.465754184
535,144,9,Corn,112N,5,Control,0.139529984,12.9157283
536,144,9,Corn,112N,5,Carbon,0.089149539,9.881641754
537,144,9,Corn,112N,5,Nitrogen,0.069562113,4.597724791
538,144,9,Corn,0N,5,Control,0.000485569,0.387813025
539,144,9,Corn,0N,5,Carbon,0.000379704,0.081432457
540,144,9,Corn,0N,5,Nitrogen,0.000210936,0.090007399
541,144,9,Miscanthus,336N,1,Control,0.00032937,0.111578489
542,144,9,Miscanthus,336N,1,Carbon,0.000324592,0.125865824
543,144,9,Miscanthus,336N,1,Nitrogen,0.000398461,0.079882934
544,144,9,Miscanthus,112N,6,Control,9.13e-05,0.006148184
545,144,9,Miscanthus,112N,6,Carbon,0.000323474,0.05648724
546,144,9,Miscanthus,112N,6,Nitrogen,0.00024771,-0.010753923
547,144,9,Miscanthus,336N,5,Control,0.418477293,61.49600086
548,144,9,Miscanthus,336N,5,Carbon,0.291843559,67.79071594
549,144,9,Miscanthus,336N,5,Nitrogen,0.36713215,72.00920285
550,144,9,Miscanthus,112N,5,Control,0.005693428,25.73142805
551,144,9,Miscanthus,112N,5,Carbon,-0.020883382,0.817536632
552,144,9,Miscanthus,112N,5,Nitrogen,-0.013815586,48.62626032
553,144,9,Miscanthus,0N,3,Control,0.061382447,7.233867406
554,144,9,Miscanthus,0N,3,Carbon,0.051790898,4.920659969
555,144,9,Miscanthus,0N,3,Nitrogen,0.00035202,0.639438949
556,144,9,Miscanthus,0N,5,Control,0.006575784,1.193430771
557,144,9,Miscanthus,0N,5,Carbon,0.000919168,0.742173665
558,144,9,Miscanthus,0N,5,Nitrogen,0.017055314,12.54981793
559,144,9,Miscanthus,336N,6,Control,-0.021851224,-0.038565291
560,144,9,Miscanthus,336N,6,Carbon,0.000461134,0.08728951
561,144,9,Miscanthus,336N,6,Nitrogen,0.003277767,0.328565422
562,144,9,Miscanthus,112N,3,Control,-0.000576706,0.041860938
563,144,9,Miscanthus,112N,3,Carbon,0.000357306,0.068358889
564,144,9,Miscanthus,112N,3,Nitrogen,0.0004081,0.024694615
565,144,9,Miscanthus,0N,6,Control,8.37e-05,0.003805104
566,144,9,Miscanthus,0N,6,Carbon,0.000371649,0.059553395
567,144,9,Miscanthus,0N,6,Nitrogen,0.000266091,0.084027556
568,144,9,Miscanthus,336N,3,Control,0.229347699,32.56520934
569,144,9,Miscanthus,336N,3,Carbon,0.023820606,13.73992795
570,144,9,Miscanthus,336N,3,Nitrogen,0.169446316,15.56087047
571,144,9,Miscanthus,0N,1,Control,0.000578156,0.128056729
572,144,9,Miscanthus,0N,1,Carbon,-0.011726109,-0.118532271
573,144,9,Miscanthus,0N,1,Nitrogen,-0.002249992,-0.17951968
574,144,9,Miscanthus,112N,1,Control,-0.009445904,-0.253970992
575,144,9,Miscanthus,112N,1,Carbon,0.000602332,0.157810946
576,144,9,Miscanthus,112N,1,Nitrogen,0.000811209,0.16289879
